ID,Name,State,Value,
CA-045,Mendocino County,California,61.04,
CA-047,Merced County,California,13.02,
CA-049,Modoc County,California,21.12,
CA-051,Mono County,California,26.45,
CA-053,Monterey County,California,25.02,
CA-055,Napa County,California,43.3,
CA-057,Nevada County,California,82.59,
CA-059,Orange County,California,13.2,
CA-061,Placer County,California,75.84,
CA-063,Plumas County,California,68.34,
CA-065,Riverside County,California,7.94,
CA-067,Sacramento County,California,27.87,
CA-069,San Benito County,California,18.11,
CA-071,San Bernardino County,California,5.56,
CA-073,San Diego County,California,12.79,
CA-075,San Francisco County,California,31.59,
CA-077,San Joaquin County,California,19.08,
CA-079,San Luis Obispo County,California,20.89,
CA-081,San Mateo County,California,36.79,
CA-083,Santa Barbara County,California,20.52,
CA-085,Santa Clara County,California,31.53,
CA-087,Santa Cruz County,California,47.63,
CA-089,Shasta County,California,52.95,
CA-091,Sierra County,California,80.2,
CA-093,Siskiyou County,California,43.62,
CA-095,Solano County,California,30.57,
CA-097,Sonoma County,California,52.76,
CA-099,Stanislaus County,California,16.82,
CA-101,Sutter County,California,25.41,
CA-103,Tehama County,California,40.84,
CA-105,Trinity County,California,67.76,
CA-107,Tulare County,California,27.33,
CA-109,Tuolumne County,California,64.58,
CA-111,Ventura County,California,20.91,
CA-113,Yolo County,California,30.74,
CA-115,Yuba County,California,55.01,
CO-001,Adams County,Colorado,13.89,
CO-003,Alamosa County,Colorado,13.29,
CO-005,Arapahoe County,Colorado,14.36,
CO-007,Archuleta County,Colorado,21.62,
CO-009,Baca County,Colorado,24.4,
CO-011,Bent County,Colorado,21.39,
CO-013,Boulder County,Colorado,21.97,
CO-014,Broomfield County,Colorado,15.72,
CO-015,Chaffee County,Colorado,17.76,
CO-017,Cheyenne County,Colorado,20.3,
CO-019,Clear Creek County,Colorado,28.48,
CO-021,Conejos County,Colorado,20.15,
CO-023,Costilla County,Colorado,21,
CO-025,Crowley County,Colorado,19.12,
CO-027,Custer County,Colorado,22.06,
CO-029,Delta County,Colorado,13.25,
CO-031,Denver County,Colorado,14.07,
CO-033,Dolores County,Colorado,17.94,
CO-035,Douglas County,Colorado,17.46,
CO-037,Eagle County,Colorado,21.8,
CO-039,Elbert County,Colorado,17.33,
CO-041,El Paso County,Colorado,18.88,
CO-043,Fremont County,Colorado,15.69,
CO-045,Garfield County,Colorado,16.52,
CO-047,Gilpin County,Colorado,23.8,
CO-049,Grand County,Colorado,23.43,
CO-051,Gunnison County,Colorado,22.06,
CO-053,Hinsdale County,Colorado,25.58,
CO-055,Huerfano County,Colorado,23.64,
CO-057,Jackson County,Colorado,25.01,
CO-059,Jefferson County,Colorado,18.2,
CO-061,Kiowa County,Colorado,20.88,
CO-063,Kit Carson County,Colorado,21.89,
CO-065,Lake County,Colorado,26.07,
CO-067,La Plata County,Colorado,17.59,
CO-069,Larimer County,Colorado,23.21,
CO-071,Las Animas County,Colorado,24.07,
CO-073,Lincoln County,Colorado,17.58,
CO-075,Logan County,Colorado,15.29,
CO-077,Mesa County,Colorado,11.54,
CO-079,Mineral County,Colorado,24.26,
CO-081,Moffat County,Colorado,14.44,
CO-083,Montezuma County,Colorado,13.89,
CO-085,Montrose County,Colorado,11.59,
CO-087,Morgan County,Colorado,13.74,
CO-089,Otero County,Colorado,22.29,
CO-091,Ouray County,Colorado,19.89,
CO-093,Park County,Colorado,18.1,
CO-095,Phillips County,Colorado,18.61,
CO-097,Pitkin County,Colorado,26.47,
CO-099,Prowers County,Colorado,22.62,
CO-101,Pueblo County,Colorado,18.93,
CO-103,Rio Blanco County,Colorado,16.07,
CO-105,Rio Grande County,Colorado,15.03,
CO-107,Routt County,Colorado,23.32,
CO-109,Saguache County,Colorado,16.71,
CO-111,San Juan County,Colorado,33.13,
CO-113,San Miguel County,Colorado,14.15,
CO-115,Sedgwick County,Colorado,17.92,
CO-117,Summit County,Colorado,27.46,
CO-119,Teller County,Colorado,19.74,
CO-121,Washington County,Colorado,16.36,
CO-123,Weld County,Colorado,14.95,
CO-125,Yuma County,Colorado,19.6,
CT-001,Fairfield County,Connecticut,41.74,
CT-003,Hartford County,Connecticut,44.48,
CT-005,Litchfield County,Connecticut,43.78,
CT-007,Middlesex County,Connecticut,42.22,
CT-009,New Haven County,Connecticut,42.76,
CT-011,New London County,Connecticut,44.46,
CT-013,Tolland County,Connecticut,46.78,
CT-015,Windham County,Connecticut,47.2,
DE-001,Kent County,Delaware,43.85,
DE-003,New Castle County,Delaware,41.34,
DE-005,Sussex County,Delaware,46.52,
FL-001,Alachua County,Florida,63.47,
FL-003,Baker County,Florida,55.18,
FL-005,Bay County,Florida,55.45,
FL-007,Bradford County,Florida,63.27,
FL-009,Brevard County,Florida,58.95,
FL-011,Broward County,Florida,67.98,
FL-013,Calhoun County,Florida,56.64,
FL-015,Charlotte County,Florida,57.34,
FL-017,Citrus County,Florida,50.72,
FL-019,Clay County,Florida,65.52,
FL-021,Collier County,Florida,71.2,
FL-023,Columbia County,Florida,55.08,
FL-027,DeSoto County,Florida,59.5,
FL-029,Dixie County,Florida,61.5,
FL-031,Duval County,Florida,59.25,
FL-033,Escambia County,Florida,81.89,
FL-035,Flagler County,Florida,62.41,
FL-037,Franklin County,Florida,54.77,
FL-039,Gadsden County,Florida,51.33,
FL-041,Gilchrist County,Florida,60.15,
FL-043,Glades County,Florida,52.69,
FL-045,Gulf County,Florida,56.32,
FL-047,Hamilton County,Florida,49.89,
FL-049,Hardee County,Florida,59.92,
FL-051,Hendry County,Florida,53.87,
FL-053,Hernando County,Florida,50.72,
FL-055,Highlands County,Florida,55.74,
FL-057,Hillsborough County,Florida,51.97,
FL-059,Holmes County,Florida,61.29,
FL-061,Indian River County,Florida,58.1,
FL-063,Jackson County,Florida,54.65,
FL-065,Jefferson County,Florida,49.93,
FL-067,Lafayette County,Florida,57.11,
FL-069,Lake County,Florida,57.25,
FL-071,Lee County,Florida,63.5,
FL-073,Leon County,Florida,51.02,
FL-075,Levy County,Florida,56.3,
FL-077,Liberty County,Florida,56.35,
FL-079,Madison County,Florida,50.55,
FL-081,Manatee County,Florida,60.8,
FL-083,Marion County,Florida,60.84,
FL-085,Martin County,Florida,63.85,
FL-086,Miami-Dade County,Florida,58.61,
FL-087,Monroe County,Florida,52.65,
FL-089,Nassau County,Florida,56.01,
FL-091,Okaloosa County,Florida,73.38,
FL-093,Okeechobee County,Florida,56.41,
FL-095,Orange County,Florida,52.26,
FL-097,Osceola County,Florida,53.97,
FL-099,Palm Beach County,Florida,61.84,
FL-101,Pasco County,Florida,50.56,
FL-103,Pinellas County,Florida,51.23,
FL-105,Polk County,Florida,51.19,
FL-107,Putnam County,Florida,69.92,
FL-109,St. Johns County,Florida,68.44,
FL-111,St. Lucie County,Florida,62.62,
FL-113,Santa Rosa County,Florida,73.16,
FL-115,Sarasota County,Florida,62.34,
FL-117,Seminole County,Florida,50.51,
FL-119,Sumter County,Florida,53.5,
FL-121,Suwannee County,Florida,54.21,
FL-123,Taylor County,Florida,53.76,
FL-125,Union County,Florida,59.96,
FL-127,Volusia County,Florida,53.94,
FL-129,Wakulla County,Florida,53.18,
FL-131,Walton County,Florida,68.6,
FL-133,Washington County,Florida,57.09,
GA-001,Appling County,Georgia,45.91,
GA-003,Atkinson County,Georgia,46.64,
GA-005,Bacon County,Georgia,43.3,
GA-007,Baker County,Georgia,43.43,
GA-009,Baldwin County,Georgia,47.74,
GA-011,Banks County,Georgia,51.78,
GA-013,Barrow County,Georgia,54.34,
GA-015,Bartow County,Georgia,54.07,
GA-017,Ben Hill County,Georgia,45.99,
GA-019,Berrien County,Georgia,47.03,
GA-021,Bibb County,Georgia,46.64,
GA-023,Bleckley County,Georgia,45.59,
GA-025,Brantley County,Georgia,47.72,
GA-027,Brooks County,Georgia,46.41,
GA-029,Bryan County,Georgia,50.36,
GA-031,Bulloch County,Georgia,46.47,
GA-033,Burke County,Georgia,42.15,
GA-035,Butts County,Georgia,47.59,
GA-037,Calhoun County,Georgia,48.34,
GA-039,Camden County,Georgia,48.68,
GA-043,Candler County,Georgia,43.89,
GA-045,Carroll County,Georgia,65.79,
GA-047,Catoosa County,Georgia,56.52,
GA-049,Charlton County,Georgia,49.04,
GA-051,Chatham County,Georgia,51.92,
GA-053,Chattahoochee County,Georgia,51.59,
GA-055,Chattooga County,Georgia,57.65,
GA-057,Cherokee County,Georgia,56.42,
GA-059,Clarke County,Georgia,54.84,
GA-061,Clay County,Georgia,52.95,
GA-063,Clayton County,Georgia,53.9,
GA-065,Clinch County,Georgia,45.86,
GA-067,Cobb County,Georgia,55.5,
GA-069,Coffee County,Georgia,44.86,
GA-071,Colquitt County,Georgia,44.49,
GA-073,Columbia County,Georgia,44.43,
GA-075,Cook County,Georgia,46.2,
GA-077,Coweta County,Georgia,59.46,
GA-079,Crawford County,Georgia,45.17,
GA-081,Crisp County,Georgia,52.84,
GA-083,Dade County,Georgia,61.2,
GA-085,Dawson County,Georgia,61.83,
GA-087,Decatur County,Georgia,45.91,
GA-089,DeKalb County,Georgia,53.95,
GA-091,Dodge County,Georgia,44.85,
GA-093,Dooly County,Georgia,50.44,
GA-095,Dougherty County,Georgia,45.85,
GA-097,Douglas County,Georgia,59.9,
GA-099,Early County,Georgia,51.14,
GA-101,Echols County,Georgia,47.46,
GA-103,Effingham County,Georgia,49.91,
GA-105,Elbert County,Georgia,46.66,
GA-107,Emanuel County,Georgia,43.86,
GA-109,Evans County,Georgia,47.59,
GA-111,Fannin County,Georgia,64.33,
GA-113,Fayette County,Georgia,54.5,
GA-115,Floyd County,Georgia,55.74,
GA-117,Forsyth County,Georgia,52.74,
GA-119,Franklin County,Georgia,45.85,
GA-121,Fulton County,Georgia,55.12,
GA-123,Gilmer County,Georgia,69.33,
GA-125,Glascock County,Georgia,45.26,
GA-127,Glynn County,Georgia,48.01,
GA-129,Gordon County,Georgia,56.91,
GA-131,Grady County,Georgia,44.27,
GA-133,Greene County,Georgia,50.01,
GA-135,Gwinnett County,Georgia,52.87,
GA-137,Habersham County,Georgia,57.2,
GA-139,Hall County,Georgia,55.2,
GA-141,Hancock County,Georgia,46.71,
GA-143,Haralson County,Georgia,60.32,
GA-145,Harris County,Georgia,54.14,
GA-147,Hart County,Georgia,48.67,
GA-149,Heard County,Georgia,64.25,
GA-151,Henry County,Georgia,51.67,
GA-153,Houston County,Georgia,45.77,
GA-155,Irwin County,Georgia,46.77,
GA-157,Jackson County,Georgia,52.91,
GA-159,Jasper County,Georgia,46.6,
GA-161,Jeff Davis County,Georgia,43.91,
GA-163,Jefferson County,Georgia,45.26,
GA-165,Jenkins County,Georgia,43.05,
GA-167,Johnson County,Georgia,46.57,
GA-169,Jones County,Georgia,46.91,
GA-171,Lamar County,Georgia,46.09,
GA-173,Lanier County,Georgia,47.18,
GA-175,Laurens County,Georgia,45.43,
GA-177,Lee County,Georgia,51.81,
GA-179,Liberty County,Georgia,49.48,
GA-181,Lincoln County,Georgia,42.96,
GA-183,Long County,Georgia,49.47,
GA-185,Lowndes County,Georgia,47.41,
GA-187,Lumpkin County,Georgia,64.42,
GA-189,McDuffie County,Georgia,43.73,
GA-191,McIntosh County,Georgia,47.11,
GA-193,Macon County,Georgia,48.14,
GA-195,Madison County,Georgia,50.56,
GA-197,Marion County,Georgia,52.15,
GA-199,Meriwether County,Georgia,51.75,
GA-201,Miller County,Georgia,46.92,
GA-205,Mitchell County,Georgia,42.31,
GA-207,Monroe County,Georgia,45.32,
GA-209,Montgomery County,Georgia,45.03,
GA-211,Morgan County,Georgia,51.57,
GA-213,Murray County,Georgia,65.59,
GA-215,Muscogee County,Georgia,52.08,
GA-217,Newton County,Georgia,49.18,
GA-219,Oconee County,Georgia,56.07,
GA-221,Oglethorpe County,Georgia,50.82,
GA-223,Paulding County,Georgia,56.05,
GA-225,Peach County,Georgia,45.78,
GA-227,Pickens County,Georgia,62.67,
GA-229,Pierce County,Georgia,46.03,
GA-231,Pike County,Georgia,48.24,
GA-233,Polk County,Georgia,53.19,
GA-235,Pulaski County,Georgia,47.88,
GA-237,Putnam County,Georgia,47.92,
GA-239,Quitman County,Georgia,53.3,
GA-241,Rabun County,Georgia,59.16,
GA-243,Randolph County,Georgia,52.25,
GA-245,Richmond County,Georgia,43.98,
GA-247,Rockdale County,Georgia,52.2,
GA-249,Schley County,Georgia,51.99,
GA-251,Screven County,Georgia,45.16,
GA-253,Seminole County,Georgia,51.08,
GA-255,Spalding County,Georgia,50.57,
GA-257,Stephens County,Georgia,50.88,
GA-259,Stewart County,Georgia,52.44,
GA-261,Sumter County,Georgia,53.49,
GA-263,Talbot County,Georgia,48.84,
GA-265,Taliaferro County,Georgia,44.35,
GA-267,Tattnall County,Georgia,48.12,
GA-269,Taylor County,Georgia,47.56,
GA-271,Telfair County,Georgia,44.27,
GA-273,Terrell County,Georgia,51.99,
GA-275,Thomas County,Georgia,44.88,
GA-277,Tift County,Georgia,47.33,
GA-279,Toombs County,Georgia,45.74,
GA-281,Towns County,Georgia,59.64,
GA-283,Treutlen County,Georgia,44.62,
GA-285,Troup County,Georgia,58.84,
GA-287,Turner County,Georgia,50.5,
GA-289,Twiggs County,Georgia,45.59,
GA-291,Union County,Georgia,62.71,
GA-293,Upson County,Georgia,44.48,
GA-295,Walker County,Georgia,53.81,
GA-297,Walton County,Georgia,54.06,
GA-299,Ware County,Georgia,45.23,
GA-301,Warren County,Georgia,43.83,
GA-303,Washington County,Georgia,47.2,
GA-305,Wayne County,Georgia,48.65,
GA-307,Webster County,Georgia,53.18,
GA-309,Wheeler County,Georgia,44.81,
GA-311,White County,Georgia,60.65,
GA-313,Whitfield County,Georgia,58.7,
GA-315,Wilcox County,Georgia,48.71,
GA-317,Wilkes County,Georgia,43.55,
GA-319,Wilkinson County,Georgia,46.47,
GA-321,Worth County,Georgia,48.04,
ID-001,Ada County,Idaho,15.5,
ID-003,Adams County,Idaho,35.9,
ID-005,Bannock County,Idaho,23.72,
ID-007,Bear Lake County,Idaho,29.54,
ID-009,Benewah County,Idaho,39.13,
ID-011,Bingham County,Idaho,17.27,
ID-013,Blaine County,Idaho,25.33,
ID-015,Boise County,Idaho,42.08,
ID-017,Bonner County,Idaho,40.42,
ID-019,Bonneville County,Idaho,24.2,
ID-021,Boundary County,Idaho,47.43,
ID-023,Butte County,Idaho,17.12,
ID-025,Camas County,Idaho,30.85,
ID-027,Canyon County,Idaho,12.07,
ID-029,Caribou County,Idaho,29.27,
ID-031,Cassia County,Idaho,19.98,
ID-033,Clark County,Idaho,17.73,
ID-035,Clearwater County,Idaho,51.09,
ID-037,Custer County,Idaho,31.44,
ID-039,Elmore County,Idaho,26.39,
ID-041,Franklin County,Idaho,28.41,
ID-043,Fremont County,Idaho,23.75,
ID-045,Gem County,Idaho,23.36,
ID-047,Gooding County,Idaho,13.45,
ID-049,Idaho County,Idaho,41.66,
ID-051,Jefferson County,Idaho,10.79,
ID-053,Jerome County,Idaho,11.8,
ID-055,Kootenai County,Idaho,40.41,
ID-057,Latah County,Idaho,39.1,
ID-059,Lemhi County,Idaho,24.37,
ID-061,Lewis County,Idaho,31.11,
ID-063,Lincoln County,Idaho,14.24,
ID-065,Madison County,Idaho,15.15,
ID-067,Minidoka County,Idaho,13.02,
ID-069,Nez Perce County,Idaho,28.46,
ID-071,Oneida County,Idaho,22.35,
ID-073,Owyhee County,Idaho,14.37,
ID-075,Payette County,Idaho,15.9,
ID-077,Power County,Idaho,21.66,
ID-079,Shoshone County,Idaho,54.71,
ID-081,Teton County,Idaho,27.2,
ID-083,Twin Falls County,Idaho,13.75,
ID-085,Valley County,Idaho,46.6,
ID-087,Washington County,Idaho,22.79,
IL-001,Adams County,Illinois,35.88,
IL-003,Alexander County,Illinois,40.82,
IL-005,Bond County,Illinois,37.69,
IL-007,Boone County,Illinois,44.3,
IL-009,Brown County,Illinois,38.22,
IL-011,Bureau County,Illinois,40.53,
IL-013,Calhoun County,Illinois,35.03,
IL-015,Carroll County,Illinois,39.35,
IL-017,Cass County,Illinois,34.51,
IL-019,Champaign County,Illinois,35.87,
IL-021,Christian County,Illinois,34.1,
IL-023,Clark County,Illinois,40.4,
IL-025,Clay County,Illinois,40,
IL-027,Clinton County,Illinois,35.66,
IL-029,Coles County,Illinois,37.89,
IL-031,Cook County,Illinois,43.73,
IL-033,Crawford County,Illinois,38.29,
IL-035,Cumberland County,Illinois,40.11,
IL-037,DeKalb County,Illinois,43.66,
IL-039,De Witt County,Illinois,30.62,
IL-041,Douglas County,Illinois,35.11,
IL-043,DuPage County,Illinois,44.89,
IL-045,Edgar County,Illinois,38.42,
IL-047,Edwards County,Illinois,36.16,
IL-049,Effingham County,Illinois,39.4,
IL-051,Fayette County,Illinois,37.16,
IL-053,Ford County,Illinois,39.97,
IL-055,Franklin County,Illinois,43.57,
IL-057,Fulton County,Illinois,33.91,
IL-059,Gallatin County,Illinois,39.36,
IL-061,Greene County,Illinois,33.68,
IL-063,Grundy County,Illinois,40.73,
IL-065,Hamilton County,Illinois,38.17,
IL-067,Hancock County,Illinois,32.51,
IL-069,Hardin County,Illinois,42.04,
IL-071,Henderson County,Illinois,30.68,
IL-073,Henry County,Illinois,38.27,
IL-075,Iroquois County,Illinois,40.16,
IL-077,Jackson County,Illinois,41.49,
IL-079,Jasper County,Illinois,41.68,
IL-081,Jefferson County,Illinois,40.09,
IL-083,Jersey County,Illinois,32.97,
IL-085,Jo Daviess County,Illinois,39.45,
IL-087,Johnson County,Illinois,44.43,
IL-089,Kane County,Illinois,44.99,
IL-091,Kankakee County,Illinois,40.7,
IL-093,Kendall County,Illinois,44.3,
IL-095,Knox County,Illinois,33.94,
IL-097,Lake County,Illinois,43.96,
IL-099,LaSalle County,Illinois,38.1,
IL-101,Lawrence County,Illinois,39.15,
IL-103,Lee County,Illinois,42.23,
IL-105,Livingston County,Illinois,38.2,
IL-107,Logan County,Illinois,32,
IL-109,McDonough County,Illinois,33.36,
IL-111,McHenry County,Illinois,43.79,
IL-113,McLean County,Illinois,33.36,
IL-115,Macon County,Illinois,33.16,
IL-117,Macoupin County,Illinois,34.9,
IL-119,Madison County,Illinois,37.25,
IL-121,Marion County,Illinois,36.5,
IL-123,Marshall County,Illinois,34.98,
IL-125,Mason County,Illinois,33.53,
IL-127,Massac County,Illinois,43.9,
IL-129,Menard County,Illinois,31.63,
IL-131,Mercer County,Illinois,34.5,
IL-133,Monroe County,Illinois,35.19,
IL-135,Montgomery County,Illinois,36.17,
IL-137,Morgan County,Illinois,31.76,
IL-139,Moultrie County,Illinois,35.49,
IL-141,Ogle County,Illinois,43.28,
IL-143,Peoria County,Illinois,33.85,
IL-145,Perry County,Illinois,40.04,
IL-147,Piatt County,Illinois,33.92,
IL-149,Pike County,Illinois,37.03,
IL-151,Pope County,Illinois,43.3,
IL-153,Pulaski County,Illinois,42.84,
IL-155,Putnam County,Illinois,36.22,
IL-157,Randolph County,Illinois,38.15,
IL-159,Richland County,Illinois,39.53,
IL-161,Rock Island County,Illinois,37.21,
IL-163,St. Clair County,Illinois,34.09,
IL-165,Saline County,Illinois,42.56,
IL-167,Sangamon County,Illinois,32.13,
IL-169,Schuyler County,Illinois,37.17,
IL-171,Scott County,Illinois,33.14,
IL-173,Shelby County,Illinois,36.63,
IL-175,Stark County,Illinois,36,
IL-177,Stephenson County,Illinois,41.51,
IL-179,Tazewell County,Illinois,33.29,
IL-181,Union County,Illinois,42.97,
IL-183,Vermilion County,Illinois,39.31,
IL-185,Wabash County,Illinois,36.96,
IL-187,Warren County,Illinois,31.67,
IL-189,Washington County,Illinois,39.87,
IL-191,Wayne County,Illinois,37.01,
IL-193,White County,Illinois,34.42,
IL-195,Whiteside County,Illinois,40.43,
IL-197,Will County,Illinois,43.13,
IL-199,Williamson County,Illinois,44.68,
IL-201,Winnebago County,Illinois,43.09,
IL-203,Woodford County,Illinois,33.29,
IN-001,Adams County,Indiana,46.59,
IN-003,Allen County,Indiana,46.08,
IN-005,Bartholomew County,Indiana,48.6,
IN-007,Benton County,Indiana,44.47,
IN-009,Blackford County,Indiana,47.59,
IN-011,Boone County,Indiana,44.66,
IN-013,Brown County,Indiana,45.72,
IN-015,Carroll County,Indiana,50.8,
IN-017,Cass County,Indiana,48.87,
