ID,Name,State,Value,
IN-019,Clark County,Indiana,46.76,
IN-021,Clay County,Indiana,43.99,
IN-023,Clinton County,Indiana,40.27,
IN-025,Crawford County,Indiana,47.59,
IN-027,Daviess County,Indiana,51.24,
IN-029,Dearborn County,Indiana,45.09,
IN-031,Decatur County,Indiana,48.29,
IN-033,DeKalb County,Indiana,34.12,
IN-035,Delaware County,Indiana,40.9,
IN-037,Dubois County,Indiana,48.1,
IN-039,Elkhart County,Indiana,38.55,
IN-041,Fayette County,Indiana,45.52,
IN-043,Floyd County,Indiana,47.9,
IN-045,Fountain County,Indiana,41.56,
IN-047,Franklin County,Indiana,45.42,
IN-049,Fulton County,Indiana,39.04,
IN-051,Gibson County,Indiana,43.18,
IN-053,Grant County,Indiana,38.06,
IN-055,Greene County,Indiana,50.77,
IN-057,Hamilton County,Indiana,45.18,
IN-059,Hancock County,Indiana,44.62,
IN-061,Harrison County,Indiana,48.18,
IN-063,Hendricks County,Indiana,42.08,
IN-065,Henry County,Indiana,42.33,
IN-067,Howard County,Indiana,36.72,
IN-069,Huntington County,Indiana,40.09,
IN-071,Jackson County,Indiana,51.18,
IN-073,Jasper County,Indiana,44.59,
IN-075,Jay County,Indiana,37.51,
IN-077,Jefferson County,Indiana,45.89,
IN-079,Jennings County,Indiana,48.73,
IN-081,Johnson County,Indiana,48.01,
IN-083,Knox County,Indiana,47.13,
IN-085,Kosciusko County,Indiana,36,
IN-087,LaGrange County,Indiana,36.83,
IN-089,Lake County,Indiana,41.2,
IN-091,LaPorte County,Indiana,42.83,
IN-093,Lawrence County,Indiana,50.76,
IN-095,Madison County,Indiana,42.75,
IN-097,Marion County,Indiana,46.96,
IN-099,Marshall County,Indiana,41.43,
IN-101,Martin County,Indiana,52.04,
IN-103,Miami County,Indiana,36.96,
IN-105,Monroe County,Indiana,51.67,
IN-107,Montgomery County,Indiana,39.5,
IN-109,Morgan County,Indiana,45.43,
IN-111,Newton County,Indiana,42.42,
IN-113,Noble County,Indiana,35.49,
IN-115,Ohio County,Indiana,47.02,
IN-117,Orange County,Indiana,47.02,
IN-119,Owen County,Indiana,49,
IN-121,Parke County,Indiana,41.67,
IN-123,Perry County,Indiana,48.32,
IN-125,Pike County,Indiana,47.27,
IN-127,Porter County,Indiana,40.8,
IN-129,Posey County,Indiana,45.75,
IN-131,Pulaski County,Indiana,45.13,
IN-133,Putnam County,Indiana,43.04,
IN-135,Randolph County,Indiana,39.19,
IN-137,Ripley County,Indiana,47.27,
IN-139,Rush County,Indiana,46.02,
IN-141,St. Joseph County,Indiana,45.21,
IN-143,Scott County,Indiana,45.84,
IN-145,Shelby County,Indiana,46.63,
IN-147,Spencer County,Indiana,48.47,
IN-149,Starke County,Indiana,45.7,
IN-151,Steuben County,Indiana,35.83,
IN-153,Sullivan County,Indiana,44.93,
IN-155,Switzerland County,Indiana,47.6,
IN-157,Tippecanoe County,Indiana,38.53,
IN-159,Tipton County,Indiana,38.92,
IN-161,Union County,Indiana,44.43,
IN-163,Vanderburgh County,Indiana,46.29,
IN-165,Vermillion County,Indiana,42.07,
IN-167,Vigo County,Indiana,41.3,
IN-169,Wabash County,Indiana,39.12,
IN-171,Warren County,Indiana,38.81,
IN-173,Warrick County,Indiana,46.49,
IN-175,Washington County,Indiana,46.92,
IN-177,Wayne County,Indiana,42.53,
IN-179,Wells County,Indiana,37.48,
IN-181,White County,Indiana,40.8,
IN-183,Whitley County,Indiana,37.55,
IA-001,Adair County,Iowa,37.06,
IA-003,Adams County,Iowa,39.07,
IA-005,Allamakee County,Iowa,52.89,
IA-007,Appanoose County,Iowa,28.26,
IA-009,Audubon County,Iowa,38.6,
IA-011,Benton County,Iowa,39.39,
IA-013,Black Hawk County,Iowa,41.65,
IA-015,Boone County,Iowa,39.27,
IA-017,Bremer County,Iowa,45.67,
IA-019,Buchanan County,Iowa,42.25,
IA-021,Buena Vista County,Iowa,37.18,
IA-023,Butler County,Iowa,45.18,
IA-025,Calhoun County,Iowa,35.67,
IA-027,Carroll County,Iowa,36.29,
IA-029,Cass County,Iowa,38.19,
IA-031,Cedar County,Iowa,39.17,
IA-033,Cerro Gordo County,Iowa,46.61,
IA-035,Cherokee County,Iowa,36.83,
IA-037,Chickasaw County,Iowa,52.52,
IA-039,Clarke County,Iowa,31.87,
IA-041,Clay County,Iowa,41.21,
IA-043,Clayton County,Iowa,44.83,
IA-045,Clinton County,Iowa,40.72,
IA-047,Crawford County,Iowa,35.03,
IA-049,Dallas County,Iowa,35.49,
IA-051,Davis County,Iowa,29.98,
IA-053,Decatur County,Iowa,30.21,
IA-055,Delaware County,Iowa,42.1,
IA-057,Des Moines County,Iowa,35.94,
IA-059,Dickinson County,Iowa,39.66,
IA-061,Dubuque County,Iowa,42.76,
IA-063,Emmet County,Iowa,35.39,
IA-065,Fayette County,Iowa,45.27,
IA-067,Floyd County,Iowa,52.83,
IA-069,Franklin County,Iowa,42.95,
IA-071,Fremont County,Iowa,40.84,
IA-073,Greene County,Iowa,38.04,
IA-075,Grundy County,Iowa,37.96,
IA-077,Guthrie County,Iowa,36.38,
IA-079,Hamilton County,Iowa,38.15,
IA-081,Hancock County,Iowa,43.66,
IA-083,Hardin County,Iowa,37.96,
IA-085,Harrison County,Iowa,35.53,
IA-087,Henry County,Iowa,33.3,
IA-089,Howard County,Iowa,53.78,
IA-091,Humboldt County,Iowa,34.69,
IA-093,Ida County,Iowa,34.87,
IA-095,Iowa County,Iowa,35.67,
IA-097,Jackson County,Iowa,39.95,
IA-099,Jasper County,Iowa,34.34,
IA-101,Jefferson County,Iowa,31.74,
IA-103,Johnson County,Iowa,36.7,
IA-105,Jones County,Iowa,41.83,
IA-107,Keokuk County,Iowa,31.37,
IA-109,Kossuth County,Iowa,38.47,
IA-111,Lee County,Iowa,31.86,
IA-113,Linn County,Iowa,41.83,
IA-115,Louisa County,Iowa,36.93,
IA-117,Lucas County,Iowa,29.73,
IA-119,Lyon County,Iowa,34.32,
IA-121,Madison County,Iowa,33.01,
IA-123,Mahaska County,Iowa,30.77,
IA-125,Marion County,Iowa,32.7,
IA-127,Marshall County,Iowa,36.05,
IA-129,Mills County,Iowa,39.87,
IA-131,Mitchell County,Iowa,51.65,
IA-133,Monona County,Iowa,32.17,
IA-135,Monroe County,Iowa,26.45,
IA-137,Montgomery County,Iowa,42.62,
IA-139,Muscatine County,Iowa,35.36,
IA-141,O'Brien County,Iowa,38.87,
IA-143,Osceola County,Iowa,38.66,
IA-145,Page County,Iowa,42.83,
IA-147,Palo Alto County,Iowa,37.46,
IA-149,Plymouth County,Iowa,33.34,
IA-151,Pocahontas County,Iowa,36.02,
IA-153,Polk County,Iowa,36.3,
IA-155,Pottawattamie County,Iowa,37.11,
IA-157,Poweshiek County,Iowa,35.17,
IA-159,Ringgold County,Iowa,36.04,
IA-161,Sac County,Iowa,34.66,
IA-163,Scott County,Iowa,40.71,
IA-165,Shelby County,Iowa,37.14,
IA-167,Sioux County,Iowa,34.43,
IA-169,Story County,Iowa,38.89,
IA-171,Tama County,Iowa,35.18,
IA-173,Taylor County,Iowa,41.84,
IA-175,Union County,Iowa,35.49,
IA-177,Van Buren County,Iowa,30.26,
IA-179,Wapello County,Iowa,27.13,
IA-181,Warren County,Iowa,33.91,
IA-183,Washington County,Iowa,32.26,
IA-185,Wayne County,Iowa,29.02,
IA-187,Webster County,Iowa,38.47,
IA-189,Winnebago County,Iowa,45.82,
IA-191,Winneshiek County,Iowa,54.87,
IA-193,Woodbury County,Iowa,32.21,
IA-195,Worth County,Iowa,48.36,
IA-197,Wright County,Iowa,38.35,
KS-001,Allen County,Kansas,44.62,
KS-003,Anderson County,Kansas,38.58,
KS-005,Atchison County,Kansas,38.87,
KS-007,Barber County,Kansas,29.13,
KS-009,Barton County,Kansas,26.38,
KS-011,Bourbon County,Kansas,38.31,
KS-013,Brown County,Kansas,40.28,
KS-015,Butler County,Kansas,43.72,
KS-017,Chase County,Kansas,41.99,
KS-019,Chautauqua County,Kansas,40.03,
KS-021,Cherokee County,Kansas,41.33,
KS-023,Cheyenne County,Kansas,20.05,
KS-025,Clark County,Kansas,24.2,
KS-027,Clay County,Kansas,35.84,
KS-029,Cloud County,Kansas,33.84,
KS-031,Coffey County,Kansas,40.89,
KS-033,Comanche County,Kansas,25.19,
KS-035,Cowley County,Kansas,41.62,
KS-037,Crawford County,Kansas,40.68,
KS-039,Decatur County,Kansas,22.48,
KS-041,Dickinson County,Kansas,35.92,
KS-043,Doniphan County,Kansas,42.47,
KS-045,Douglas County,Kansas,39.35,
KS-047,Edwards County,Kansas,25.7,
KS-049,Elk County,Kansas,43.48,
KS-051,Ellis County,Kansas,27.36,
KS-053,Ellsworth County,Kansas,32.52,
KS-055,Finney County,Kansas,18.17,
KS-057,Ford County,Kansas,24.37,
KS-059,Franklin County,Kansas,38.06,
KS-061,Geary County,Kansas,36.94,
KS-063,Gove County,Kansas,18.78,
KS-065,Graham County,Kansas,25.71,
KS-067,Grant County,Kansas,18.39,
KS-069,Gray County,Kansas,24.09,
KS-071,Greeley County,Kansas,20.08,
KS-073,Greenwood County,Kansas,45.88,
KS-075,Hamilton County,Kansas,17.96,
KS-077,Harper County,Kansas,30.06,
KS-079,Harvey County,Kansas,39.76,
KS-081,Haskell County,Kansas,22.24,
KS-083,Hodgeman County,Kansas,25.37,
KS-085,Jackson County,Kansas,42.13,
KS-087,Jefferson County,Kansas,42.29,
KS-089,Jewell County,Kansas,30.77,
KS-091,Johnson County,Kansas,39.83,
KS-093,Kearny County,Kansas,18.67,
KS-095,Kingman County,Kansas,36.19,
KS-097,Kiowa County,Kansas,25.2,
KS-099,Labette County,Kansas,41.08,
KS-101,Lane County,Kansas,19.22,
KS-103,Leavenworth County,Kansas,42.51,
KS-105,Lincoln County,Kansas,32.16,
KS-107,Linn County,Kansas,38.22,
KS-109,Logan County,Kansas,19.03,
KS-111,Lyon County,Kansas,41.57,
KS-113,McPherson County,Kansas,35.82,
KS-115,Marion County,Kansas,38.72,
KS-117,Marshall County,Kansas,32.22,
KS-119,Meade County,Kansas,23.06,
KS-121,Miami County,Kansas,39.17,
KS-123,Mitchell County,Kansas,30.89,
KS-125,Montgomery County,Kansas,39.54,
KS-127,Morris County,Kansas,37.33,
KS-129,Morton County,Kansas,15.86,
KS-131,Nemaha County,Kansas,36.51,
KS-133,Neosho County,Kansas,40.13,
KS-135,Ness County,Kansas,24.22,
KS-137,Norton County,Kansas,23.13,
KS-139,Osage County,Kansas,39.07,
KS-141,Osborne County,Kansas,32.67,
KS-143,Ottawa County,Kansas,33.87,
KS-145,Pawnee County,Kansas,28.72,
KS-147,Phillips County,Kansas,25.54,
KS-149,Pottawatomie County,Kansas,38.37,
KS-151,Pratt County,Kansas,27.46,
KS-153,Rawlins County,Kansas,19.78,
KS-155,Reno County,Kansas,35.25,
KS-157,Republic County,Kansas,30.92,
KS-159,Rice County,Kansas,33.1,
KS-161,Riley County,Kansas,36.4,
KS-163,Rooks County,Kansas,27.38,
KS-165,Rush County,Kansas,25.93,
KS-167,Russell County,Kansas,30.78,
KS-169,Saline County,Kansas,30.97,
KS-171,Scott County,Kansas,16.64,
KS-173,Sedgwick County,Kansas,43.63,
KS-175,Seward County,Kansas,20.2,
KS-177,Shawnee County,Kansas,42.1,
KS-179,Sheridan County,Kansas,21.79,
KS-181,Sherman County,Kansas,18.8,
KS-183,Smith County,Kansas,28.84,
KS-185,Stafford County,Kansas,26.21,
KS-187,Stanton County,Kansas,17.01,
KS-189,Stevens County,Kansas,17.88,
KS-191,Sumner County,Kansas,37.98,
KS-193,Thomas County,Kansas,18.18,
KS-195,Trego County,Kansas,22.4,
KS-197,Wabaunsee County,Kansas,39.91,
KS-199,Wallace County,Kansas,20.46,
KS-201,Washington County,Kansas,30.29,
KS-203,Wichita County,Kansas,19.11,
KS-205,Wilson County,Kansas,42.87,
KS-207,Woodson County,Kansas,46.22,
KS-209,Wyandotte County,Kansas,40.67,
KY-001,Adair County,Kentucky,53.41,
KY-003,Allen County,Kentucky,52.54,
KY-005,Anderson County,Kentucky,49.58,
KY-007,Ballard County,Kentucky,51.74,
KY-009,Barren County,Kentucky,51.61,
KY-011,Bath County,Kentucky,44.56,
KY-013,Bell County,Kentucky,50.93,
KY-015,Boone County,Kentucky,45.94,
KY-017,Bourbon County,Kentucky,41.95,
KY-019,Boyd County,Kentucky,43.6,
KY-021,Boyle County,Kentucky,45.6,
KY-023,Bracken County,Kentucky,42.55,
KY-025,Breathitt County,Kentucky,50.28,
KY-027,Breckinridge County,Kentucky,50.21,
KY-029,Bullitt County,Kentucky,47.47,
KY-031,Butler County,Kentucky,53.14,
KY-033,Caldwell County,Kentucky,55.08,
KY-035,Calloway County,Kentucky,50.55,
KY-037,Campbell County,Kentucky,45.21,
KY-039,Carlisle County,Kentucky,50.91,
KY-041,Carroll County,Kentucky,47.1,
KY-043,Carter County,Kentucky,40.49,
KY-045,Casey County,Kentucky,50.36,
KY-047,Christian County,Kentucky,55.75,
KY-049,Clark County,Kentucky,45.22,
KY-051,Clay County,Kentucky,49.27,
KY-053,Clinton County,Kentucky,51.91,
KY-055,Crittenden County,Kentucky,54.49,
KY-057,Cumberland County,Kentucky,52.26,
KY-059,Daviess County,Kentucky,49.81,
KY-061,Edmonson County,Kentucky,53.47,
KY-063,Elliott County,Kentucky,42.95,
KY-065,Estill County,Kentucky,49.32,
KY-067,Fayette County,Kentucky,45.02,
KY-069,Fleming County,Kentucky,42.94,
KY-071,Floyd County,Kentucky,44.99,
KY-073,Franklin County,Kentucky,47.92,
KY-075,Fulton County,Kentucky,47.47,
KY-077,Gallatin County,Kentucky,48.66,
KY-079,Garrard County,Kentucky,47.61,
KY-081,Grant County,Kentucky,47.45,
KY-083,Graves County,Kentucky,49.09,
KY-085,Grayson County,Kentucky,53.99,
KY-087,Green County,Kentucky,47.7,
KY-089,Greenup County,Kentucky,36.03,
KY-091,Hancock County,Kentucky,49.33,
KY-093,Hardin County,Kentucky,45.03,
KY-095,Harlan County,Kentucky,51.61,
KY-097,Harrison County,Kentucky,42.48,
KY-099,Hart County,Kentucky,49.92,
KY-101,Henderson County,Kentucky,48.42,
KY-103,Henry County,Kentucky,48.28,
KY-105,Hickman County,Kentucky,48.56,
KY-107,Hopkins County,Kentucky,58.08,
KY-109,Jackson County,Kentucky,48.32,
KY-111,Jefferson County,Kentucky,47.99,
KY-113,Jessamine County,Kentucky,47.5,
KY-115,Johnson County,Kentucky,44.06,
KY-117,Kenton County,Kentucky,45.74,
KY-119,Knott County,Kentucky,49.26,
KY-121,Knox County,Kentucky,50.71,
KY-123,Larue County,Kentucky,45.51,
KY-125,Laurel County,Kentucky,48.02,
KY-127,Lawrence County,Kentucky,45.29,
KY-129,Lee County,Kentucky,49.56,
KY-131,Leslie County,Kentucky,51.89,
KY-133,Letcher County,Kentucky,46.85,
KY-135,Lewis County,Kentucky,40.82,
KY-137,Lincoln County,Kentucky,47.24,
KY-139,Livingston County,Kentucky,54.32,
KY-141,Logan County,Kentucky,55.91,
KY-143,Lyon County,Kentucky,55.08,
KY-145,McCracken County,Kentucky,50.37,
KY-147,McCreary County,Kentucky,48.15,
KY-149,McLean County,Kentucky,51.89,
KY-151,Madison County,Kentucky,47.53,
KY-153,Magoffin County,Kentucky,46.74,
KY-155,Marion County,Kentucky,49.36,
KY-157,Marshall County,Kentucky,51.6,
KY-159,Martin County,Kentucky,46.39,
KY-161,Mason County,Kentucky,42.44,
KY-163,Meade County,Kentucky,46.39,
KY-165,Menifee County,Kentucky,47.39,
KY-167,Mercer County,Kentucky,48.57,
KY-169,Metcalfe County,Kentucky,50.98,
KY-171,Monroe County,Kentucky,51.79,
KY-173,Montgomery County,Kentucky,45.23,
KY-175,Morgan County,Kentucky,45.31,
KY-177,Muhlenberg County,Kentucky,53.79,
KY-179,Nelson County,Kentucky,48.79,
KY-181,Nicholas County,Kentucky,41.97,
KY-183,Ohio County,Kentucky,52.49,
KY-185,Oldham County,Kentucky,48.36,
KY-187,Owen County,Kentucky,48.58,
KY-189,Owsley County,Kentucky,48.67,
KY-191,Pendleton County,Kentucky,45.14,
KY-193,Perry County,Kentucky,51.02,
KY-195,Pike County,Kentucky,47.48,
KY-197,Powell County,Kentucky,49.66,
KY-199,Pulaski County,Kentucky,49.32,
KY-201,Robertson County,Kentucky,41.74,
KY-203,Rockcastle County,Kentucky,48.38,
KY-205,Rowan County,Kentucky,43.62,
KY-207,Russell County,Kentucky,55.51,
KY-209,Scott County,Kentucky,44.85,
KY-211,Shelby County,Kentucky,49.99,
KY-213,Simpson County,Kentucky,53.89,
KY-215,Spencer County,Kentucky,50.14,
KY-217,Taylor County,Kentucky,49.85,
KY-219,Todd County,Kentucky,55.77,
KY-221,Trigg County,Kentucky,56.05,
KY-223,Trimble County,Kentucky,45.21,
KY-225,Union County,Kentucky,50.74,
KY-227,Warren County,Kentucky,51.68,
KY-229,Washington County,Kentucky,50.07,
KY-231,Wayne County,Kentucky,50.57,
KY-233,Webster County,Kentucky,55.88,
KY-235,Whitley County,Kentucky,49.59,
KY-237,Wolfe County,Kentucky,49.39,
KY-239,Woodford County,Kentucky,47.5,
LA-001,Acadia Parish,Louisiana,75.97,
LA-003,Allen Parish,Louisiana,58.8,
LA-005,Ascension Parish,Louisiana,82.06,
LA-007,Assumption Parish,Louisiana,75.08,
LA-009,Avoyelles Parish,Louisiana,57.78,
LA-011,Beauregard Parish,Louisiana,59.91,
LA-013,Bienville Parish,Louisiana,65.57,
LA-015,Bossier Parish,Louisiana,62.97,
LA-017,Caddo Parish,Louisiana,60.67,
LA-019,Calcasieu Parish,Louisiana,71.47,
LA-021,Caldwell Parish,Louisiana,61.21,
LA-023,Cameron Parish,Louisiana,76.13,
LA-025,Catahoula Parish,Louisiana,55.09,
LA-027,Claiborne Parish,Louisiana,64.09,
LA-029,Concordia Parish,Louisiana,53.74,
LA-031,De Soto Parish,Louisiana,59.9,
LA-033,East Baton Rouge Parish,Louisiana,78.69,
LA-035,East Carroll Parish,Louisiana,58.71,
LA-037,East Feliciana Parish,Louisiana,75.81,
LA-039,Evangeline Parish,Louisiana,60.94,
LA-041,Franklin Parish,Louisiana,56.89,
LA-043,Grant Parish,Louisiana,61.42,
LA-045,Iberia Parish,Louisiana,80.51,
LA-047,Iberville Parish,Louisiana,74.23,
LA-049,Jackson Parish,Louisiana,68.08,
LA-051,Jefferson Parish,Louisiana,65.33,
LA-053,Jefferson Davis Parish,Louisiana,71.56,
LA-055,Lafayette Parish,Louisiana,81.52,
LA-057,Lafourche Parish,Louisiana,71.07,
LA-059,La Salle Parish,Louisiana,57.2,
LA-061,Lincoln Parish,Louisiana,67.43,
LA-063,Livingston Parish,Louisiana,82.07,
LA-065,Madison Parish,Louisiana,61.21,
LA-067,Morehouse Parish,Louisiana,66.29,
LA-069,Natchitoches Parish,Louisiana,59.68,
LA-071,Orleans Parish,Louisiana,64.85,
LA-073,Ouachita Parish,Louisiana,70.32,
LA-075,Plaquemines Parish,Louisiana,64.2,
LA-077,Pointe Coupee Parish,Louisiana,71.11,
LA-079,Rapides Parish,Louisiana,63.1,
LA-081,Red River Parish,Louisiana,62.24,
LA-083,Richland Parish,Louisiana,67.04,
LA-085,Sabine Parish,Louisiana,55.88,
LA-087,St. Bernard Parish,Louisiana,61.94,
LA-089,St. Charles Parish,Louisiana,67.5,
LA-091,St. Helena Parish,Louisiana,79,
LA-093,St. James Parish,Louisiana,72.96,
LA-095,St. John the Baptist Parish,Louisiana,69.49,
LA-097,St. Landry Parish,Louisiana,75.23,
LA-099,St. Martin Parish,Louisiana,77.45,
LA-101,St. Mary Parish,Louisiana,76.59,
LA-103,St. Tammany Parish,Louisiana,65.6,
LA-105,Tangipahoa Parish,Louisiana,81.1,
LA-107,Tensas Parish,Louisiana,54.91,
LA-109,Terrebonne Parish,Louisiana,70.75,
LA-111,Union Parish,Louisiana,64.68,
LA-113,Vermilion Parish,Louisiana,82.12,
LA-115,Vernon Parish,Louisiana,57.55,
LA-117,Washington Parish,Louisiana,75.63,
LA-119,Webster Parish,Louisiana,64.97,
LA-121,West Baton Rouge Parish,Louisiana,74.97,
LA-123,West Carroll Parish,Louisiana,61.81,
LA-125,West Feliciana Parish,Louisiana,72.75,
LA-127,Winn Parish,Louisiana,62.41,
ME-001,Androscoggin County,Maine,42.54,
ME-003,Aroostook County,Maine,41.18,
ME-005,Cumberland County,Maine,43.67,
ME-007,Franklin County,Maine,42.44,
ME-009,Hancock County,Maine,42.85,
ME-011,Kennebec County,Maine,39.62,
ME-013,Knox County,Maine,46.64,
ME-015,Lincoln County,Maine,43.01,
ME-017,Oxford County,Maine,41.91,
ME-019,Penobscot County,Maine,38.37,
ME-021,Piscataquis County,Maine,41.26,
ME-023,Sagadahoc County,Maine,43.35,
ME-025,Somerset County,Maine,41.06,
ME-027,Waldo County,Maine,42.67,
ME-029,Washington County,Maine,42.5,
ME-031,York County,Maine,40.87,
MD-001,Allegany County,Maryland,36.12,
MD-003,Anne Arundel County,Maryland,37.95,
MD-005,Baltimore County,Maryland,42.46,
MD-009,Calvert County,Maryland,40.72,
MD-011,Caroline County,Maryland,42.45,
MD-013,Carroll County,Maryland,40.14,
MD-015,Cecil County,Maryland,38.07,
MD-017,Charles County,Maryland,41.53,
MD-019,Dorchester County,Maryland,43.79,
MD-021,Frederick County,Maryland,39.25,
MD-023,Garrett County,Maryland,45.05,
MD-025,Harford County,Maryland,37.88,
MD-027,Howard County,Maryland,42.28,
MD-029,Kent County,Maryland,36.88,
MD-031,Montgomery County,Maryland,39.04,
MD-033,Prince George's County,Maryland,37.33,
MD-035,Queen Anne's County,Maryland,38.08,
MD-037,St. Mary's County,Maryland,40.75,
MD-039,Somerset County,Maryland,53.88,
MD-041,Talbot County,Maryland,40.37,
MD-043,Washington County,Maryland,33.16,
MD-045,Wicomico County,Maryland,52.72,
MD-047,Worcester County,Maryland,55.64,
MD-510,Baltimore City,Maryland,42.13,
MD-511,"Washington, D.C.",Washington, D.C.,41.6
MA-001,Barnstable County,Massachusetts,39.31,
MA-003,Berkshire County,Massachusetts,36.94,
MA-005,Bristol County,Massachusetts,38.2,
MA-007,Dukes County,Massachusetts,41.42,
MA-009,Essex County,Massachusetts,35.15,
MA-011,Franklin County,Massachusetts,36.62,
MA-013,Hampden County,Massachusetts,35.37,
MA-015,Hampshire County,Massachusetts,35.53,
MA-017,Middlesex County,Massachusetts,34.98,
MA-019,Nantucket County,Massachusetts,44.01,
MA-021,Norfolk County,Massachusetts,37.18,
MA-023,Plymouth County,Massachusetts,36.54,
MA-025,Suffolk County,Massachusetts,35.94,
MA-027,Worcester County,Massachusetts,37.72,
MI-001,Alcona County,Michigan,30.7,
MI-003,Alger County,Michigan,40.89,
MI-005,Allegan County,Michigan,39.12,
MI-007,Alpena County,Michigan,30.02,
MI-009,Antrim County,Michigan,34.94,
MI-011,Arenac County,Michigan,32.88,
MI-013,Baraga County,Michigan,40.02,
MI-015,Barry County,Michigan,41.34,
MI-017,Bay County,Michigan,33.39,
MI-019,Benzie County,Michigan,30.13,
MI-021,Berrien County,Michigan,42.03,
MI-023,Branch County,Michigan,38.19,
MI-025,Calhoun County,Michigan,37.96,
MI-027,Cass County,Michigan,42.82,
MI-029,Charlevoix County,Michigan,35.26,
MI-031,Cheboygan County,Michigan,31.98,
MI-033,Chippewa County,Michigan,35.8,
MI-035,Clare County,Michigan,33.81,
MI-037,Clinton County,Michigan,36.16,
MI-039,Crawford County,Michigan,33.22,
MI-041,Delta County,Michigan,34.22,
MI-043,Dickinson County,Michigan,31.61,
MI-045,Eaton County,Michigan,39.65,
MI-047,Emmet County,Michigan,32.96,
MI-049,Genesee County,Michigan,34.41,
MI-051,Gladwin County,Michigan,33.24,
MI-053,Gogebic County,Michigan,42.67,
MI-055,Grand Traverse County,Michigan,30.64,
MI-057,Gratiot County,Michigan,35.49,
MI-059,Hillsdale County,Michigan,37.68,
MI-061,Houghton County,Michigan,36.27,
MI-063,Huron County,Michigan,32.89,
MI-065,Ingham County,Michigan,37.28,
MI-067,Ionia County,Michigan,39.44,
MI-069,Iosco County,Michigan,32.68,
MI-071,Iron County,Michigan,37.07,
MI-073,Isabella County,Michigan,34.11,
MI-075,Jackson County,Michigan,37.61,
MI-077,Kalamazoo County,Michigan,38.81,
MI-079,Kalkaska County,Michigan,34.41,
MI-081,Kent County,Michigan,40.66,
MI-083,Keweenaw County,Michigan,36.57,
MI-085,Lake County,Michigan,34.7,
MI-087,Lapeer County,Michigan,34.54,
MI-089,Leelanau County,Michigan,30.44,
MI-091,Lenawee County,Michigan,33.69,
MI-093,Livingston County,Michigan,34.63,
MI-095,Luce County,Michigan,38.63,
MI-097,Mackinac County,Michigan,36.3,
MI-099,Macomb County,Michigan,35.64,
MI-101,Manistee County,Michigan,32.01,
MI-103,Marquette County,Michigan,37.78,
MI-105,Mason County,Michigan,32.8,
MI-107,Mecosta County,Michigan,36.69,
MI-109,Menominee County,Michigan,31.17,
MI-111,Midland County,Michigan,33.36,
MI-113,Missaukee County,Michigan,33.67,
MI-115,Monroe County,Michigan,33.23,
MI-117,Montcalm County,Michigan,37.67,
MI-119,Montmorency County,Michigan,29.77,
MI-121,Muskegon County,Michigan,39.53,
MI-123,Newaygo County,Michigan,37.64,
MI-125,Oakland County,Michigan,33.71,
MI-127,Oceana County,Michigan,36.94,
MI-129,Ogemaw County,Michigan,33.44,
MI-131,Ontonagon County,Michigan,38.86,
MI-133,Osceola County,Michigan,34.61,
MI-135,Oscoda County,Michigan,31.08,
MI-137,Otsego County,Michigan,32.29,
MI-139,Ottawa County,Michigan,38.46,
MI-141,Presque Isle County,Michigan,32.1,
MI-143,Roscommon County,Michigan,34.53,
MI-145,Saginaw County,Michigan,35.1,
MI-147,St. Clair County,Michigan,34.63,
MI-149,St. Joseph County,Michigan,39.94,
MI-151,Sanilac County,Michigan,33.61,
MI-153,Schoolcraft County,Michigan,40.81,
MI-155,Shiawassee County,Michigan,35.81,
MI-157,Tuscola County,Michigan,34.74,
MI-159,Van Buren County,Michigan,40.09,
MI-161,Washtenaw County,Michigan,33.56,
MI-163,Wayne County,Michigan,35.59,
MI-165,Wexford County,Michigan,33.43,
MN-001,Aitkin County,Minnesota,35.13,
MN-003,Anoka County,Minnesota,37.62,
MN-005,Becker County,Minnesota,28.69,
MN-007,Beltrami County,Minnesota,24.22,
MN-009,Benton County,Minnesota,34.09,
MN-011,Big Stone County,Minnesota,26.23,
MN-013,Blue Earth County,Minnesota,46.65,
MN-015,Brown County,Minnesota,42.43,
MN-017,Carlton County,Minnesota,35.46,
MN-019,Carver County,Minnesota,36.96,
MN-021,Cass County,Minnesota,28.8,
MN-023,Chippewa County,Minnesota,34.25,
MN-025,Chisago County,Minnesota,36.46,
MN-027,Clay County,Minnesota,27.4,
MN-029,Clearwater County,Minnesota,23,
MN-031,Cook County,Minnesota,37.49,
MN-033,Cottonwood County,Minnesota,39.74,
MN-035,Crow Wing County,Minnesota,35.2,
MN-037,Dakota County,Minnesota,38.15,
MN-039,Dodge County,Minnesota,46.45,
MN-041,Douglas County,Minnesota,27.33,
MN-043,Faribault County,Minnesota,42.8,
MN-045,Fillmore County,Minnesota,48.59,
MN-047,Freeborn County,Minnesota,47.42,
MN-049,Goodhue County,Minnesota,44.15,
MN-051,Grant County,Minnesota,25.46,
MN-053,Hennepin County,Minnesota,38.58,
MN-055,Houston County,Minnesota,48.57,
MN-057,Hubbard County,Minnesota,26.32,
MN-059,Isanti County,Minnesota,37.43,
MN-061,Itasca County,Minnesota,30.18,
MN-063,Jackson County,Minnesota,38.37,
MN-065,Kanabec County,Minnesota,38.72,
MN-067,Kandiyohi County,Minnesota,33.36,
