ID,Name,State,Value,
AZ-007,Gila County,Arizona,17.93,
AZ-009,Graham County,Arizona,17.33,
AZ-011,Greenlee County,Arizona,16.59,
AZ-012,La Paz County,Arizona,5.39,
AZ-013,Maricopa County,Arizona,7.66,
AZ-015,Mohave County,Arizona,12.64,
AZ-017,Navajo County,Arizona,10.88,
AZ-019,Pima County,Arizona,10.82,
AZ-021,Pinal County,Arizona,10.21,
AZ-023,Santa Cruz County,Arizona,19.18,
AZ-025,Yavapai County,Arizona,16.68,
AZ-027,Yuma County,Arizona,3.42,
AR-001,Arkansas County,Arkansas,48.12,
AR-003,Ashley County,Arkansas,63.52,
AR-005,Baxter County,Arkansas,45.76,
AR-007,Benton County,Arkansas,35.11,
AR-009,Boone County,Arkansas,38.96,
AR-011,Bradley County,Arkansas,57.05,
AR-013,Calhoun County,Arkansas,56.65,
AR-015,Carroll County,Arkansas,37.51,
AR-017,Chicot County,Arkansas,62.17,
AR-019,Clark County,Arkansas,55.71,
AR-021,Clay County,Arkansas,52.28,
AR-023,Cleburne County,Arkansas,48.37,
AR-025,Cleveland County,Arkansas,55.71,
AR-027,Columbia County,Arkansas,60.81,
AR-029,Conway County,Arkansas,46.2,
AR-031,Craighead County,Arkansas,55.54,
AR-033,Crawford County,Arkansas,36.56,
AR-035,Crittenden County,Arkansas,57.91,
AR-037,Cross County,Arkansas,53.59,
AR-039,Dallas County,Arkansas,56.99,
AR-041,Desha County,Arkansas,56.85,
AR-043,Drew County,Arkansas,59.65,
AR-045,Faulkner County,Arkansas,46.49,
AR-047,Franklin County,Arkansas,37.97,
AR-049,Fulton County,Arkansas,48.7,
AR-051,Garland County,Arkansas,52.77,
AR-053,Grant County,Arkansas,60.06,
AR-055,Greene County,Arkansas,55.06,
AR-057,Hempstead County,Arkansas,57.63,
AR-059,Hot Spring County,Arkansas,56.78,
AR-061,Howard County,Arkansas,54.15,
AR-063,Independence County,Arkansas,48.42,
AR-065,Izard County,Arkansas,45.41,
AR-067,Jackson County,Arkansas,48.76,
AR-069,Jefferson County,Arkansas,53.83,
AR-071,Johnson County,Arkansas,40.04,
AR-073,Lafayette County,Arkansas,63.84,
AR-075,Lawrence County,Arkansas,55.2,
AR-077,Lee County,Arkansas,54.03,
AR-079,Lincoln County,Arkansas,55.68,
AR-081,Little River County,Arkansas,53.99,
AR-083,Logan County,Arkansas,39.63,
AR-085,Lonoke County,Arkansas,49.37,
AR-087,Madison County,Arkansas,38.07,
AR-089,Marion County,Arkansas,43.01,
AR-091,Miller County,Arkansas,57.11,
AR-093,Mississippi County,Arkansas,50.49,
AR-095,Monroe County,Arkansas,47.78,
AR-097,Montgomery County,Arkansas,55.41,
AR-099,Nevada County,Arkansas,59.37,
AR-101,Newton County,Arkansas,41.9,
AR-103,Ouachita County,Arkansas,57.14,
AR-105,Perry County,Arkansas,42.04,
AR-107,Phillips County,Arkansas,49.96,
AR-109,Pike County,Arkansas,56.17,
AR-111,Poinsett County,Arkansas,53.87,
AR-113,Polk County,Arkansas,48.99,
AR-115,Pope County,Arkansas,44.22,
AR-117,Prairie County,Arkansas,47.6,
AR-119,Pulaski County,Arkansas,53.27,
AR-121,Randolph County,Arkansas,55.32,
AR-123,St. Francis County,Arkansas,53.78,
AR-125,Saline County,Arkansas,54.95,
AR-127,Scott County,Arkansas,44.43,
AR-129,Searcy County,Arkansas,45.7,
AR-131,Sebastian County,Arkansas,41.52,
AR-133,Sevier County,Arkansas,52.86,
AR-135,Sharp County,Arkansas,48.8,
AR-137,Stone County,Arkansas,45.15,
AR-139,Union County,Arkansas,60.06,
AR-141,Van Buren County,Arkansas,46.8,
AR-143,Washington County,Arkansas,36.32,
AR-145,White County,Arkansas,46.75,
AR-147,Woodruff County,Arkansas,45.19,
AR-149,Yell County,Arkansas,41.24,
CA-001,Alameda County,California,22.55,
CA-003,Alpine County,California,39.63,
CA-005,Amador County,California,41.01,
CA-007,Butte County,California,55.96,
CA-009,Calaveras County,California,40.49,
CA-011,Colusa County,California,25.49,
CA-013,Contra Costa County,California,22.55,
CA-015,Del Norte County,California,97.59,
CA-017,El Dorado County,California,53.14,
CA-019,Fresno County,California,19.6,
CA-021,Glenn County,California,29.61,
CA-023,Humboldt County,California,79.86,
CA-025,Imperial County,California,3.06,
CA-027,Inyo County,California,4.91,
CA-029,Kern County,California,9.21,
CA-031,Kings County,California,7.61,
CA-033,Lake County,California,55.34,
CA-035,Lassen County,California,23.63,
CA-037,Los Angeles County,California,12.59,
CA-039,Madera County,California,24.08,
CA-041,Marin County,California,40.81,
CA-043,Mariposa County,California,34.7,
CA-045,Mendocino County,California,65.92,
CA-047,Merced County,California,14.46,
CA-049,Modoc County,California,19.17,
CA-051,Mono County,California,15.22,
CA-053,Monterey County,California,20.86,
CA-055,Napa County,California,36.01,
CA-057,Nevada County,California,65.78,
CA-059,Orange County,California,10.92,
CA-061,Placer County,California,57.28,
CA-063,Plumas County,California,52.75,
CA-065,Riverside County,California,8.04,
CA-067,Sacramento County,California,22.67,
CA-069,San Benito County,California,17.65,
CA-071,San Bernardino County,California,6.6,
CA-073,San Diego County,California,13.17,
CA-075,San Francisco County,California,28.85,
CA-077,San Joaquin County,California,18.33,
CA-079,San Luis Obispo County,California,16.06,
CA-081,San Mateo County,California,33.08,
CA-083,Santa Barbara County,California,15.99,
CA-085,Santa Clara County,California,29.64,
CA-087,Santa Cruz County,California,40.44,
CA-089,Shasta County,California,57.21,
CA-091,Sierra County,California,60.57,
CA-093,Siskiyou County,California,48.93,
CA-095,Solano County,California,22.86,
CA-097,Sonoma County,California,49.56,
CA-099,Stanislaus County,California,18.04,
CA-101,Sutter County,California,21.39,
CA-103,Tehama County,California,47.99,
CA-105,Trinity County,California,74.92,
CA-107,Tulare County,California,19.73,
CA-109,Tuolumne County,California,45.14,
CA-111,Ventura County,California,16.14,
CA-113,Yolo County,California,22.92,
CA-115,Yuba County,California,46.73,
CO-001,Adams County,Colorado,14.89,
CO-003,Alamosa County,Colorado,11.15,
CO-005,Arapahoe County,Colorado,15.54,
CO-007,Archuleta County,Colorado,20.92,
CO-009,Baca County,Colorado,14.52,
CO-011,Bent County,Colorado,13.63,
CO-013,Boulder County,Colorado,17.78,
CO-014,Broomfield County,Colorado,12.22,
CO-015,Chaffee County,Colorado,15.1,
CO-017,Cheyenne County,Colorado,13.78,
CO-019,Clear Creek County,Colorado,24.34,
CO-021,Conejos County,Colorado,16.44,
CO-023,Costilla County,Colorado,16.96,
CO-025,Crowley County,Colorado,13.1,
CO-027,Custer County,Colorado,17.96,
CO-029,Delta County,Colorado,16.55,
CO-031,Denver County,Colorado,12.26,
CO-033,Dolores County,Colorado,21.37,
CO-035,Douglas County,Colorado,15.56,
CO-037,Eagle County,Colorado,21.92,
CO-039,Elbert County,Colorado,15.42,
CO-041,El Paso County,Colorado,15.11,
CO-043,Fremont County,Colorado,12.88,
CO-045,Garfield County,Colorado,20.72,
CO-047,Gilpin County,Colorado,21,
CO-049,Grand County,Colorado,21.16,
CO-051,Gunnison County,Colorado,20.66,
CO-053,Hinsdale County,Colorado,26.54,
CO-055,Huerfano County,Colorado,15.62,
CO-057,Jackson County,Colorado,23.02,
CO-059,Jefferson County,Colorado,15.74,
CO-061,Kiowa County,Colorado,14.07,
CO-063,Kit Carson County,Colorado,16.56,
CO-065,Lake County,Colorado,23.36,
CO-067,La Plata County,Colorado,21.32,
CO-069,Larimer County,Colorado,18,
CO-071,Las Animas County,Colorado,14.53,
CO-073,Lincoln County,Colorado,12.07,
CO-075,Logan County,Colorado,15.27,
CO-077,Mesa County,Colorado,16.76,
CO-079,Mineral County,Colorado,24.31,
CO-081,Moffat County,Colorado,16.12,
CO-083,Montezuma County,Colorado,16.76,
CO-085,Montrose County,Colorado,13.08,
CO-087,Morgan County,Colorado,18.29,
CO-089,Otero County,Colorado,14.33,
CO-091,Ouray County,Colorado,20.13,
CO-093,Park County,Colorado,16.04,
CO-095,Phillips County,Colorado,18.03,
CO-097,Pitkin County,Colorado,27.6,
CO-099,Prowers County,Colorado,14.88,
CO-101,Pueblo County,Colorado,13,
CO-103,Rio Blanco County,Colorado,18.38,
CO-105,Rio Grande County,Colorado,13.63,
CO-107,Routt County,Colorado,24.33,
CO-109,Saguache County,Colorado,15.12,
CO-111,San Juan County,Colorado,35.9,
CO-113,San Miguel County,Colorado,17.47,
CO-115,Sedgwick County,Colorado,17.57,
CO-117,Summit County,Colorado,24.84,
CO-119,Teller County,Colorado,18.43,
CO-121,Washington County,Colorado,16.87,
CO-123,Weld County,Colorado,13.85,
CO-125,Yuma County,Colorado,17.5,
CT-001,Fairfield County,Connecticut,37.61,
CT-003,Hartford County,Connecticut,34.56,
CT-005,Litchfield County,Connecticut,36.49,
CT-007,Middlesex County,Connecticut,34.14,
CT-009,New Haven County,Connecticut,35.71,
CT-011,New London County,Connecticut,38.12,
CT-013,Tolland County,Connecticut,37.73,
CT-015,Windham County,Connecticut,39.9,
DE-001,Kent County,Delaware,41.71,
DE-003,New Castle County,Delaware,40.42,
DE-005,Sussex County,Delaware,50.63,
FL-001,Alachua County,Florida,46.39,
FL-003,Baker County,Florida,45.27,
FL-005,Bay County,Florida,63.98,
FL-007,Bradford County,Florida,43.58,
FL-009,Brevard County,Florida,56.28,
FL-011,Broward County,Florida,52.77,
FL-013,Calhoun County,Florida,59.05,
FL-015,Charlotte County,Florida,59.51,
FL-017,Citrus County,Florida,52.07,
FL-019,Clay County,Florida,41.76,
FL-021,Collier County,Florida,56.92,
FL-023,Columbia County,Florida,48,
FL-027,DeSoto County,Florida,58.48,
FL-029,Dixie County,Florida,60.94,
FL-031,Duval County,Florida,40.36,
FL-033,Escambia County,Florida,57.47,
FL-035,Flagler County,Florida,44.06,
FL-037,Franklin County,Florida,52.4,
FL-039,Gadsden County,Florida,56.13,
FL-041,Gilchrist County,Florida,55.14,
FL-043,Glades County,Florida,57.17,
FL-045,Gulf County,Florida,56.16,
FL-047,Hamilton County,Florida,47.61,
FL-049,Hardee County,Florida,55.32,
FL-051,Hendry County,Florida,55.03,
FL-053,Hernando County,Florida,50.63,
FL-055,Highlands County,Florida,57.73,
FL-057,Hillsborough County,Florida,56.94,
FL-059,Holmes County,Florida,58.86,
FL-061,Indian River County,Florida,61.53,
FL-063,Jackson County,Florida,56.72,
FL-065,Jefferson County,Florida,59.78,
FL-067,Lafayette County,Florida,56.1,
FL-069,Lake County,Florida,46.6,
FL-071,Lee County,Florida,58.72,
FL-073,Leon County,Florida,58.5,
FL-075,Levy County,Florida,50.34,
FL-077,Liberty County,Florida,56.46,
FL-079,Madison County,Florida,53.48,
FL-081,Manatee County,Florida,58.52,
FL-083,Marion County,Florida,46.92,
FL-085,Martin County,Florida,52.22,
FL-086,Miami-Dade County,Florida,54.14,
FL-087,Monroe County,Florida,47.8,
FL-089,Nassau County,Florida,41.96,
FL-091,Okaloosa County,Florida,56.51,
FL-093,Okeechobee County,Florida,57.87,
FL-095,Orange County,Florida,51.26,
FL-097,Osceola County,Florida,54.87,
FL-099,Palm Beach County,Florida,50.68,
FL-101,Pasco County,Florida,52.68,
FL-103,Pinellas County,Florida,53.76,
FL-105,Polk County,Florida,55.48,
FL-107,Putnam County,Florida,43.41,
FL-109,St. Johns County,Florida,43.36,
FL-111,St. Lucie County,Florida,59.98,
FL-113,Santa Rosa County,Florida,53.97,
FL-115,Sarasota County,Florida,57.47,
FL-117,Seminole County,Florida,48.99,
FL-119,Sumter County,Florida,47.85,
FL-121,Suwannee County,Florida,50.81,
FL-123,Taylor County,Florida,56.83,
FL-125,Union County,Florida,45.8,
FL-127,Volusia County,Florida,45.41,
FL-129,Wakulla County,Florida,57.23,
FL-131,Walton County,Florida,59.71,
FL-133,Washington County,Florida,61.88,
GA-001,Appling County,Georgia,46.92,
GA-003,Atkinson County,Georgia,46.07,
GA-005,Bacon County,Georgia,46.07,
GA-007,Baker County,Georgia,54.41,
GA-009,Baldwin County,Georgia,31.87,
GA-011,Banks County,Georgia,30.84,
GA-013,Barrow County,Georgia,34.35,
GA-015,Bartow County,Georgia,32.39,
GA-017,Ben Hill County,Georgia,44.63,
GA-019,Berrien County,Georgia,47.79,
GA-021,Bibb County,Georgia,33.86,
GA-023,Bleckley County,Georgia,36.55,
GA-025,Brantley County,Georgia,46.14,
GA-027,Brooks County,Georgia,54.85,
GA-029,Bryan County,Georgia,53.97,
GA-031,Bulloch County,Georgia,48.68,
GA-033,Burke County,Georgia,40.95,
GA-035,Butts County,Georgia,33.94,
GA-037,Calhoun County,Georgia,45.27,
GA-039,Camden County,Georgia,43.73,
GA-043,Candler County,Georgia,42.66,
GA-045,Carroll County,Georgia,40.39,
GA-047,Catoosa County,Georgia,35.24,
GA-049,Charlton County,Georgia,43.96,
GA-051,Chatham County,Georgia,54.69,
GA-053,Chattahoochee County,Georgia,36.61,
GA-055,Chattooga County,Georgia,37.38,
GA-057,Cherokee County,Georgia,34.51,
GA-059,Clarke County,Georgia,35.61,
GA-061,Clay County,Georgia,40.18,
GA-063,Clayton County,Georgia,36.7,
GA-065,Clinch County,Georgia,44.85,
GA-067,Cobb County,Georgia,35.34,
GA-069,Coffee County,Georgia,47.61,
GA-071,Colquitt County,Georgia,53.4,
GA-073,Columbia County,Georgia,34.24,
GA-075,Cook County,Georgia,50.42,
GA-077,Coweta County,Georgia,40.17,
GA-079,Crawford County,Georgia,35.64,
GA-081,Crisp County,Georgia,39.45,
GA-083,Dade County,Georgia,38.78,
GA-085,Dawson County,Georgia,37.16,
GA-087,Decatur County,Georgia,56.1,
GA-089,DeKalb County,Georgia,36.09,
GA-091,Dodge County,Georgia,37.61,
GA-093,Dooly County,Georgia,38.17,
GA-095,Dougherty County,Georgia,49.03,
GA-097,Douglas County,Georgia,39.03,
GA-099,Early County,Georgia,49.22,
GA-101,Echols County,Georgia,47,
GA-103,Effingham County,Georgia,54.42,
GA-105,Elbert County,Georgia,28.25,
GA-107,Emanuel County,Georgia,38.94,
GA-109,Evans County,Georgia,49.81,
GA-111,Fannin County,Georgia,40.19,
GA-113,Fayette County,Georgia,36.9,
GA-115,Floyd County,Georgia,33.86,
GA-117,Forsyth County,Georgia,33.33,
GA-119,Franklin County,Georgia,28.56,
GA-121,Fulton County,Georgia,36.82,
GA-123,Gilmer County,Georgia,39.93,
GA-125,Glascock County,Georgia,33.41,
GA-127,Glynn County,Georgia,43.98,
GA-129,Gordon County,Georgia,32.99,
GA-131,Grady County,Georgia,58.63,
GA-133,Greene County,Georgia,32.52,
GA-135,Gwinnett County,Georgia,33.92,
GA-137,Habersham County,Georgia,37.25,
GA-139,Hall County,Georgia,34.2,
GA-141,Hancock County,Georgia,31.74,
GA-143,Haralson County,Georgia,37.09,
GA-145,Harris County,Georgia,38.5,
GA-147,Hart County,Georgia,27.46,
GA-149,Heard County,Georgia,40.63,
GA-151,Henry County,Georgia,35.57,
GA-153,Houston County,Georgia,36.16,
GA-155,Irwin County,Georgia,46.01,
GA-157,Jackson County,Georgia,32.49,
GA-159,Jasper County,Georgia,33.63,
GA-161,Jeff Davis County,Georgia,44.49,
GA-163,Jefferson County,Georgia,36.13,
GA-165,Jenkins County,Georgia,42.27,
GA-167,Johnson County,Georgia,35.17,
GA-169,Jones County,Georgia,32.91,
GA-171,Lamar County,Georgia,36.46,
GA-173,Lanier County,Georgia,48.24,
GA-175,Laurens County,Georgia,35.38,
GA-177,Lee County,Georgia,42.76,
GA-179,Liberty County,Georgia,52.34,
GA-181,Lincoln County,Georgia,31.05,
GA-183,Long County,Georgia,51.82,
GA-185,Lowndes County,Georgia,51.08,
GA-187,Lumpkin County,Georgia,39.69,
GA-189,McDuffie County,Georgia,32.73,
GA-191,McIntosh County,Georgia,44.12,
GA-193,Macon County,Georgia,37.09,
GA-195,Madison County,Georgia,31.31,
GA-197,Marion County,Georgia,37.22,
GA-199,Meriwether County,Georgia,38.58,
GA-201,Miller County,Georgia,55.58,
GA-205,Mitchell County,Georgia,55.97,
GA-207,Monroe County,Georgia,34.51,
GA-209,Montgomery County,Georgia,37.46,
GA-211,Morgan County,Georgia,35.23,
GA-213,Murray County,Georgia,37.28,
GA-215,Muscogee County,Georgia,36.98,
GA-217,Newton County,Georgia,34.48,
GA-219,Oconee County,Georgia,36.81,
GA-221,Oglethorpe County,Georgia,32.98,
GA-223,Paulding County,Georgia,34.7,
GA-225,Peach County,Georgia,35.39,
GA-227,Pickens County,Georgia,36.89,
GA-229,Pierce County,Georgia,46.14,
GA-231,Pike County,Georgia,37.84,
GA-233,Polk County,Georgia,33.99,
GA-235,Pulaski County,Georgia,37.95,
GA-237,Putnam County,Georgia,32.57,
GA-239,Quitman County,Georgia,38.67,
GA-241,Rabun County,Georgia,42.38,
GA-243,Randolph County,Georgia,39.41,
GA-245,Richmond County,Georgia,38.42,
GA-247,Rockdale County,Georgia,35.37,
GA-249,Schley County,Georgia,37.51,
GA-251,Screven County,Georgia,47.62,
GA-253,Seminole County,Georgia,55.47,
GA-255,Spalding County,Georgia,35.78,
GA-257,Stephens County,Georgia,32.4,
GA-259,Stewart County,Georgia,37.3,
GA-261,Sumter County,Georgia,38.48,
GA-263,Talbot County,Georgia,37.43,
GA-265,Taliaferro County,Georgia,30.89,
GA-267,Tattnall County,Georgia,48.7,
GA-269,Taylor County,Georgia,36.73,
GA-271,Telfair County,Georgia,42.06,
GA-273,Terrell County,Georgia,41.34,
GA-275,Thomas County,Georgia,58.56,
GA-277,Tift County,Georgia,46.64,
GA-279,Toombs County,Georgia,41.73,
GA-281,Towns County,Georgia,41.8,
GA-283,Treutlen County,Georgia,36.45,
GA-285,Troup County,Georgia,39.91,
GA-287,Turner County,Georgia,42.57,
GA-289,Twiggs County,Georgia,34.51,
GA-291,Union County,Georgia,40.74,
GA-293,Upson County,Georgia,38.23,
GA-295,Walker County,Georgia,36.74,
GA-297,Walton County,Georgia,35.88,
GA-299,Ware County,Georgia,44.21,
GA-301,Warren County,Georgia,31.83,
GA-303,Washington County,Georgia,33.5,
GA-305,Wayne County,Georgia,48.71,
GA-307,Webster County,Georgia,37.47,
GA-309,Wheeler County,Georgia,37.96,
GA-311,White County,Georgia,39.68,
GA-313,Whitfield County,Georgia,35.22,
GA-315,Wilcox County,Georgia,39.23,
GA-317,Wilkes County,Georgia,30.59,
GA-319,Wilkinson County,Georgia,33.09,
GA-321,Worth County,Georgia,46.62,
ID-001,Ada County,Idaho,9.27,
ID-003,Adams County,Idaho,29.41,
ID-005,Bannock County,Idaho,23.3,
ID-007,Bear Lake County,Idaho,27.98,
ID-009,Benewah County,Idaho,35.52,
ID-011,Bingham County,Idaho,16.94,
ID-013,Blaine County,Idaho,20.07,
ID-015,Boise County,Idaho,27.67,
ID-017,Bonner County,Idaho,41.59,
ID-019,Bonneville County,Idaho,24.64,
ID-021,Boundary County,Idaho,45.61,
ID-023,Butte County,Idaho,15.87,
ID-025,Camas County,Idaho,22.05,
ID-027,Canyon County,Idaho,7.72,
ID-029,Caribou County,Idaho,27.32,
ID-031,Cassia County,Idaho,21.16,
ID-033,Clark County,Idaho,18.83,
ID-035,Clearwater County,Idaho,46.68,
ID-037,Custer County,Idaho,24.14,
ID-039,Elmore County,Idaho,17.22,
ID-041,Franklin County,Idaho,28.15,
ID-043,Fremont County,Idaho,22.57,
ID-045,Gem County,Idaho,16.66,
ID-047,Gooding County,Idaho,11.07,
ID-049,Idaho County,Idaho,35.97,
ID-051,Jefferson County,Idaho,10.85,
ID-053,Jerome County,Idaho,12.36,
ID-055,Kootenai County,Idaho,37.3,
ID-057,Latah County,Idaho,34.4,
ID-059,Lemhi County,Idaho,19.85,
ID-061,Lewis County,Idaho,26.52,
ID-063,Lincoln County,Idaho,12.64,
ID-065,Madison County,Idaho,17.09,
ID-067,Minidoka County,Idaho,12.62,
ID-069,Nez Perce County,Idaho,24.67,
ID-071,Oneida County,Idaho,25.45,
ID-073,Owyhee County,Idaho,11.1,
ID-075,Payette County,Idaho,10.88,
ID-077,Power County,Idaho,21.6,
ID-079,Shoshone County,Idaho,52.22,
ID-081,Teton County,Idaho,28.45,
ID-083,Twin Falls County,Idaho,14.44,
ID-085,Valley County,Idaho,32.83,
ID-087,Washington County,Idaho,18.21,
IL-001,Adams County,Illinois,30.93,
IL-003,Alexander County,Illinois,50.87,
IL-005,Bond County,Illinois,41.56,
IL-007,Boone County,Illinois,34.69,
IL-009,Brown County,Illinois,27.72,
IL-011,Bureau County,Illinois,38.43,
IL-013,Calhoun County,Illinois,31.77,
IL-015,Carroll County,Illinois,37.22,
IL-017,Cass County,Illinois,31.67,
IL-019,Champaign County,Illinois,39.97,
IL-021,Christian County,Illinois,37.65,
IL-023,Clark County,Illinois,42.42,
IL-025,Clay County,Illinois,45.26,
IL-027,Clinton County,Illinois,40.2,
IL-029,Coles County,Illinois,37.83,
IL-031,Cook County,Illinois,37.21,
IL-033,Crawford County,Illinois,44.22,
IL-035,Cumberland County,Illinois,41.32,
IL-037,DeKalb County,Illinois,37.72,
IL-039,De Witt County,Illinois,38.46,
IL-041,Douglas County,Illinois,38.1,
IL-043,DuPage County,Illinois,38.17,
IL-045,Edgar County,Illinois,40.18,
IL-047,Edwards County,Illinois,46.16,
IL-049,Effingham County,Illinois,43.64,
IL-051,Fayette County,Illinois,42.04,
IL-053,Ford County,Illinois,41.82,
IL-055,Franklin County,Illinois,50.88,
IL-057,Fulton County,Illinois,35.84,
IL-059,Gallatin County,Illinois,51.1,
IL-061,Greene County,Illinois,34.41,
IL-063,Grundy County,Illinois,40.92,
IL-065,Hamilton County,Illinois,50.29,
IL-067,Hancock County,Illinois,31.91,
IL-069,Hardin County,Illinois,54.12,
IL-071,Henderson County,Illinois,34.58,
IL-073,Henry County,Illinois,40.02,
IL-075,Iroquois County,Illinois,38.23,
IL-077,Jackson County,Illinois,48.05,
IL-079,Jasper County,Illinois,45.89,
IL-081,Jefferson County,Illinois,46.74,
IL-083,Jersey County,Illinois,37.08,
IL-085,Jo Daviess County,Illinois,39.39,
IL-087,Johnson County,Illinois,51.37,
IL-089,Kane County,Illinois,37.48,
IL-091,Kankakee County,Illinois,44.07,
IL-093,Kendall County,Illinois,39.21,
IL-095,Knox County,Illinois,35.86,
IL-097,Lake County,Illinois,33.14,
IL-099,LaSalle County,Illinois,40.03,
IL-101,Lawrence County,Illinois,45.57,
IL-103,Lee County,Illinois,40.67,
IL-105,Livingston County,Illinois,41.2,
IL-107,Logan County,Illinois,37.57,
IL-109,McDonough County,Illinois,33.16,
IL-111,McHenry County,Illinois,32.98,
IL-113,McLean County,Illinois,40.09,
IL-115,Macon County,Illinois,35.57,
IL-117,Macoupin County,Illinois,38.08,
IL-119,Madison County,Illinois,42.04,
IL-121,Marion County,Illinois,42.18,
IL-123,Marshall County,Illinois,39.3,
IL-125,Mason County,Illinois,35.63,
IL-127,Massac County,Illinois,50.44,
IL-129,Menard County,Illinois,33.81,
IL-131,Mercer County,Illinois,37.16,
IL-133,Monroe County,Illinois,43.53,
IL-135,Montgomery County,Illinois,38.37,
IL-137,Morgan County,Illinois,32.41,
IL-139,Moultrie County,Illinois,37.29,
IL-141,Ogle County,Illinois,39.63,
IL-143,Peoria County,Illinois,36.86,
IL-145,Perry County,Illinois,44.12,
IL-147,Piatt County,Illinois,37.76,
IL-149,Pike County,Illinois,27.87,
IL-151,Pope County,Illinois,53.46,
IL-153,Pulaski County,Illinois,51.76,
IL-155,Putnam County,Illinois,38.72,
IL-157,Randolph County,Illinois,39.03,
IL-159,Richland County,Illinois,43.14,
IL-161,Rock Island County,Illinois,38.66,
IL-163,St. Clair County,Illinois,39.84,
IL-165,Saline County,Illinois,53.42,
IL-167,Sangamon County,Illinois,36.76,
IL-169,Schuyler County,Illinois,31.91,
IL-171,Scott County,Illinois,30.39,
IL-173,Shelby County,Illinois,41.43,
IL-175,Stark County,Illinois,35.51,
IL-177,Stephenson County,Illinois,38.08,
IL-179,Tazewell County,Illinois,37.97,
IL-181,Union County,Illinois,51.75,
IL-183,Vermilion County,Illinois,40.7,
IL-185,Wabash County,Illinois,43.71,
IL-187,Warren County,Illinois,35.67,
IL-189,Washington County,Illinois,44.14,
IL-191,Wayne County,Illinois,46,
IL-193,White County,Illinois,49.8,
IL-195,Whiteside County,Illinois,42.9,
IL-197,Will County,Illinois,40.6,
IL-199,Williamson County,Illinois,52.97,
IL-201,Winnebago County,Illinois,36.64,
IL-203,Woodford County,Illinois,38.21,
IN-001,Adams County,Indiana,36.11,
IN-003,Allen County,Indiana,35.96,
IN-005,Bartholomew County,Indiana,52.13,
IN-007,Benton County,Indiana,39.17,
IN-009,Blackford County,Indiana,36.64,
IN-011,Boone County,Indiana,41.55,
IN-013,Brown County,Indiana,54.29,
IN-015,Carroll County,Indiana,37.62,
IN-017,Cass County,Indiana,36.99,
