ID,Name,State,Value,
SD-097,Miner County,South Dakota,41.31,
SD-099,Minnehaha County,South Dakota,40.47,
SD-101,Moody County,South Dakota,41.7,
SD-102,Oglala Lakota County,South Dakota,26.28,
SD-103,Pennington County,South Dakota,28.08,
SD-105,Perkins County,South Dakota,25.63,
SD-107,Potter County,South Dakota,28.63,
SD-109,Roberts County,South Dakota,34.41,
SD-111,Sanborn County,South Dakota,39.64,
SD-115,Spink County,South Dakota,33.74,
SD-117,Stanley County,South Dakota,28.59,
SD-119,Sully County,South Dakota,28.13,
SD-121,Todd County,South Dakota,34.38,
SD-123,Tripp County,South Dakota,32.72,
SD-125,Turner County,South Dakota,37.6,
SD-127,Union County,South Dakota,35.04,
SD-129,Walworth County,South Dakota,27.68,
SD-135,Yankton County,South Dakota,35.01,
SD-137,Ziebach County,South Dakota,28.81,
TN-001,Anderson County,Tennessee,71.95,
TN-003,Bedford County,Tennessee,64.47,
TN-005,Benton County,Tennessee,59.74,
TN-007,Bledsoe County,Tennessee,68.81,
TN-009,Blount County,Tennessee,67.82,
TN-011,Bradley County,Tennessee,62.41,
TN-013,Campbell County,Tennessee,72.61,
TN-015,Cannon County,Tennessee,67.29,
TN-017,Carroll County,Tennessee,66.23,
TN-019,Carter County,Tennessee,57.55,
TN-021,Cheatham County,Tennessee,59.99,
TN-023,Chester County,Tennessee,69.75,
TN-025,Claiborne County,Tennessee,68.18,
TN-027,Clay County,Tennessee,64.02,
TN-029,Cocke County,Tennessee,60.35,
TN-031,Coffee County,Tennessee,69.36,
TN-033,Crockett County,Tennessee,70.36,
TN-035,Cumberland County,Tennessee,72.18,
TN-037,Davidson County,Tennessee,64.81,
TN-039,Decatur County,Tennessee,68.05,
TN-041,DeKalb County,Tennessee,65.85,
TN-043,Dickson County,Tennessee,60.59,
TN-045,Dyer County,Tennessee,66.83,
TN-047,Fayette County,Tennessee,68.25,
TN-049,Fentress County,Tennessee,71,
TN-051,Franklin County,Tennessee,74.05,
TN-053,Gibson County,Tennessee,69.81,
TN-055,Giles County,Tennessee,68.02,
TN-057,Grainger County,Tennessee,62.84,
TN-059,Greene County,Tennessee,57.14,
TN-061,Grundy County,Tennessee,75.56,
TN-063,Hamblen County,Tennessee,58.33,
TN-065,Hamilton County,Tennessee,63.14,
TN-067,Hancock County,Tennessee,62.74,
TN-069,Hardeman County,Tennessee,67.1,
TN-071,Hardin County,Tennessee,69.99,
TN-073,Hawkins County,Tennessee,59.42,
TN-075,Haywood County,Tennessee,68.67,
TN-077,Henderson County,Tennessee,69.42,
TN-079,Henry County,Tennessee,58.75,
TN-081,Hickman County,Tennessee,65.55,
TN-083,Houston County,Tennessee,58.7,
TN-085,Humphreys County,Tennessee,62.03,
TN-087,Jackson County,Tennessee,66.25,
TN-089,Jefferson County,Tennessee,59.94,
TN-091,Johnson County,Tennessee,57.06,
TN-093,Knox County,Tennessee,65.43,
TN-095,Lake County,Tennessee,68.5,
TN-097,Lauderdale County,Tennessee,66.8,
TN-099,Lawrence County,Tennessee,69.97,
TN-101,Lewis County,Tennessee,68.64,
TN-103,Lincoln County,Tennessee,71.94,
TN-105,Loudon County,Tennessee,67.43,
TN-107,McMinn County,Tennessee,68.12,
TN-109,McNairy County,Tennessee,69.32,
TN-111,Macon County,Tennessee,68,
TN-113,Madison County,Tennessee,70.76,
TN-115,Marion County,Tennessee,73.22,
TN-117,Marshall County,Tennessee,66.21,
TN-119,Maury County,Tennessee,62.92,
TN-121,Meigs County,Tennessee,68.88,
TN-123,Monroe County,Tennessee,68.63,
TN-125,Montgomery County,Tennessee,59.2,
TN-127,Moore County,Tennessee,72.59,
TN-129,Morgan County,Tennessee,71.98,
TN-131,Obion County,Tennessee,69.93,
TN-133,Overton County,Tennessee,68.58,
TN-135,Perry County,Tennessee,68.36,
TN-137,Pickett County,Tennessee,67.81,
TN-139,Polk County,Tennessee,66.3,
TN-141,Putnam County,Tennessee,70.96,
TN-143,Rhea County,Tennessee,71.44,
TN-145,Roane County,Tennessee,70.12,
TN-147,Robertson County,Tennessee,66.04,
TN-149,Rutherford County,Tennessee,66.02,
TN-151,Scott County,Tennessee,72.3,
TN-153,Sequatchie County,Tennessee,69.83,
TN-155,Sevier County,Tennessee,67.95,
TN-157,Shelby County,Tennessee,74.7,
TN-159,Smith County,Tennessee,65.36,
TN-161,Stewart County,Tennessee,58.35,
TN-163,Sullivan County,Tennessee,58.21,
TN-165,Sumner County,Tennessee,68.14,
TN-167,Tipton County,Tennessee,70.3,
TN-169,Trousdale County,Tennessee,67.13,
TN-171,Unicoi County,Tennessee,57.6,
TN-173,Union County,Tennessee,67.71,
TN-175,Van Buren County,Tennessee,65.68,
TN-177,Warren County,Tennessee,69.8,
TN-179,Washington County,Tennessee,56.28,
TN-181,Wayne County,Tennessee,73.44,
TN-183,Weakley County,Tennessee,65,
TN-185,White County,Tennessee,68.82,
TN-187,Williamson County,Tennessee,62.31,
TN-189,Wilson County,Tennessee,68.05,
TX-001,Anderson County,Texas,47.13,
TX-003,Andrews County,Texas,14.03,
TX-005,Angelina County,Texas,49.56,
TX-007,Aransas County,Texas,29.7,
TX-009,Archer County,Texas,29.23,
TX-011,Armstrong County,Texas,24.35,
TX-013,Atascosa County,Texas,18.85,
TX-015,Austin County,Texas,36.95,
TX-017,Bailey County,Texas,21.7,
TX-019,Bandera County,Texas,20.11,
TX-021,Bastrop County,Texas,31.28,
TX-023,Baylor County,Texas,25.35,
TX-025,Bee County,Texas,20.61,
TX-027,Bell County,Texas,28.26,
TX-029,Bexar County,Texas,22.16,
TX-031,Blanco County,Texas,26.57,
TX-033,Borden County,Texas,20.22,
TX-035,Bosque County,Texas,30.96,
TX-037,Bowie County,Texas,54.71,
TX-039,Brazoria County,Texas,55.57,
TX-041,Brazos County,Texas,37.63,
TX-043,Brewster County,Texas,13.74,
TX-045,Briscoe County,Texas,19.9,
TX-047,Brooks County,Texas,18.03,
TX-049,Brown County,Texas,25.36,
TX-051,Burleson County,Texas,36.83,
TX-053,Burnet County,Texas,24.58,
TX-055,Caldwell County,Texas,24.3,
TX-057,Calhoun County,Texas,32.01,
TX-059,Callahan County,Texas,28.48,
TX-061,Cameron County,Texas,26.68,
TX-063,Camp County,Texas,51.98,
TX-065,Carson County,Texas,26.74,
TX-067,Cass County,Texas,53.03,
TX-069,Castro County,Texas,21.76,
TX-071,Chambers County,Texas,70.85,
TX-073,Cherokee County,Texas,48.99,
TX-075,Childress County,Texas,23.64,
TX-077,Clay County,Texas,32.3,
TX-079,Cochran County,Texas,16.88,
TX-081,Coke County,Texas,18.55,
TX-083,Coleman County,Texas,25.14,
TX-085,Collin County,Texas,43.02,
TX-087,Collingsworth County,Texas,26.01,
TX-089,Colorado County,Texas,36.14,
TX-091,Comal County,Texas,24.33,
TX-093,Comanche County,Texas,27.08,
TX-095,Concho County,Texas,19.14,
TX-097,Cooke County,Texas,40.83,
TX-099,Coryell County,Texas,26.92,
TX-101,Cottle County,Texas,22.58,
TX-103,Crane County,Texas,13.28,
TX-105,Crockett County,Texas,15.86,
TX-107,Crosby County,Texas,21.12,
TX-109,Culberson County,Texas,9.69,
TX-111,Dallam County,Texas,13.68,
TX-113,Dallas County,Texas,41.09,
TX-115,Dawson County,Texas,17.24,
TX-117,Deaf Smith County,Texas,21.85,
TX-119,Delta County,Texas,57.18,
TX-121,Denton County,Texas,38.83,
TX-123,DeWitt County,Texas,25.81,
TX-125,Dickens County,Texas,22.59,
TX-127,Dimmit County,Texas,10.17,
TX-129,Donley County,Texas,23.55,
TX-131,Duval County,Texas,14.76,
TX-133,Eastland County,Texas,29.97,
TX-135,Ector County,Texas,14.53,
TX-137,Edwards County,Texas,19.21,
TX-139,Ellis County,Texas,40.95,
TX-141,El Paso County,Texas,9.09,
TX-143,Erath County,Texas,29.4,
TX-145,Falls County,Texas,38.01,
TX-147,Fannin County,Texas,46.76,
TX-149,Fayette County,Texas,33.19,
TX-151,Fisher County,Texas,22.37,
TX-153,Floyd County,Texas,20.59,
TX-155,Foard County,Texas,23.28,
TX-157,Fort Bend County,Texas,47.59,
TX-159,Franklin County,Texas,52.72,
TX-161,Freestone County,Texas,38.62,
TX-163,Frio County,Texas,15.07,
TX-165,Gaines County,Texas,14.56,
TX-167,Galveston County,Texas,62.77,
TX-169,Garza County,Texas,20.54,
TX-171,Gillespie County,Texas,23.51,
TX-173,Glasscock County,Texas,17.49,
TX-175,Goliad County,Texas,22.33,
TX-177,Gonzales County,Texas,24.02,
TX-179,Gray County,Texas,27.09,
TX-181,Grayson County,Texas,45.98,
TX-183,Gregg County,Texas,49.15,
TX-185,Grimes County,Texas,39.17,
TX-187,Guadalupe County,Texas,24.18,
TX-189,Hale County,Texas,19.49,
TX-191,Hall County,Texas,21,
TX-193,Hamilton County,Texas,24.74,
TX-195,Hansford County,Texas,24.73,
TX-197,Hardeman County,Texas,24.88,
TX-199,Hardin County,Texas,76.5,
TX-201,Harris County,Texas,52.44,
TX-203,Harrison County,Texas,52.94,
TX-205,Hartley County,Texas,17.12,
TX-207,Haskell County,Texas,25.43,
TX-209,Hays County,Texas,27.4,
TX-211,Hemphill County,Texas,26.94,
TX-213,Henderson County,Texas,42.46,
TX-215,Hidalgo County,Texas,22.41,
TX-217,Hill County,Texas,35.11,
TX-219,Hockley County,Texas,17.24,
TX-221,Hood County,Texas,36.06,
TX-223,Hopkins County,Texas,55.03,
TX-225,Houston County,Texas,42.51,
TX-227,Howard County,Texas,19.96,
TX-229,Hudspeth County,Texas,10.13,
TX-231,Hunt County,Texas,46.98,
TX-233,Hutchinson County,Texas,25.43,
TX-235,Irion County,Texas,18.8,
TX-237,Jack County,Texas,32.4,
TX-239,Jackson County,Texas,34.23,
TX-241,Jasper County,Texas,66.83,
TX-243,Jeff Davis County,Texas,13.97,
TX-245,Jefferson County,Texas,77.62,
TX-247,Jim Hogg County,Texas,18.33,
TX-249,Jim Wells County,Texas,17.01,
TX-251,Johnson County,Texas,35.62,
TX-253,Jones County,Texas,24.29,
TX-255,Karnes County,Texas,21.3,
TX-257,Kaufman County,Texas,42.68,
TX-259,Kendall County,Texas,23.98,
TX-261,Kenedy County,Texas,22.31,
TX-263,Kent County,Texas,22.61,
TX-265,Kerr County,Texas,20.19,
TX-267,Kimble County,Texas,17.68,
TX-269,King County,Texas,22.28,
TX-271,Kinney County,Texas,20.16,
TX-273,Kleberg County,Texas,17.16,
TX-275,Knox County,Texas,23.03,
TX-277,Lamar County,Texas,57.93,
TX-279,Lamb County,Texas,21.89,
TX-281,Lampasas County,Texas,22.51,
TX-283,La Salle County,Texas,13.8,
TX-285,Lavaca County,Texas,30.17,
TX-287,Lee County,Texas,34.69,
TX-289,Leon County,Texas,40.9,
TX-291,Liberty County,Texas,68.53,
TX-293,Limestone County,Texas,38.67,
TX-295,Lipscomb County,Texas,27.65,
TX-297,Live Oak County,Texas,20.63,
TX-299,Llano County,Texas,20.24,
TX-301,Loving County,Texas,8.29,
TX-303,Lubbock County,Texas,20.92,
TX-305,Lynn County,Texas,18.8,
TX-307,McCulloch County,Texas,20.3,
TX-309,McLennan County,Texas,33.73,
TX-311,McMullen County,Texas,17.32,
TX-313,Madison County,Texas,40.18,
TX-315,Marion County,Texas,53.6,
TX-317,Martin County,Texas,15.9,
TX-319,Mason County,Texas,20.76,
TX-321,Matagorda County,Texas,44.18,
TX-323,Maverick County,Texas,10.98,
TX-325,Medina County,Texas,17.59,
TX-327,Menard County,Texas,18.86,
TX-329,Midland County,Texas,15.34,
TX-331,Milam County,Texas,36.33,
TX-333,Mills County,Texas,22.12,
TX-335,Mitchell County,Texas,18.84,
TX-337,Montague County,Texas,34.11,
TX-339,Montgomery County,Texas,46.99,
TX-341,Moore County,Texas,21.75,
TX-343,Morris County,Texas,52.33,
TX-345,Motley County,Texas,22.13,
TX-347,Nacogdoches County,Texas,47.44,
TX-349,Navarro County,Texas,36.61,
TX-351,Newton County,Texas,64.96,
TX-353,Nolan County,Texas,19.51,
TX-355,Nueces County,Texas,20.89,
TX-357,Ochiltree County,Texas,28.53,
TX-359,Oldham County,Texas,19.99,
TX-361,Orange County,Texas,77.59,
TX-363,Palo Pinto County,Texas,30.04,
TX-365,Panola County,Texas,49.66,
TX-367,Parker County,Texas,35.39,
TX-369,Parmer County,Texas,22.65,
TX-371,Pecos County,Texas,15.01,
TX-373,Polk County,Texas,53.05,
TX-375,Potter County,Texas,24.64,
TX-377,Presidio County,Texas,11.92,
TX-379,Rains County,Texas,50.92,
TX-381,Randall County,Texas,23.74,
TX-383,Reagan County,Texas,17.25,
TX-385,Real County,Texas,19.24,
TX-387,Red River County,Texas,58.65,
TX-389,Reeves County,Texas,10.58,
TX-391,Refugio County,Texas,27.99,
TX-393,Roberts County,Texas,27.16,
TX-395,Robertson County,Texas,37.84,
TX-397,Rockwall County,Texas,44.25,
TX-399,Runnels County,Texas,21.93,
TX-401,Rusk County,Texas,47.33,
TX-403,Sabine County,Texas,59.33,
TX-405,San Augustine County,Texas,57.22,
TX-407,San Jacinto County,Texas,49.1,
TX-409,San Patricio County,Texas,24.44,
TX-411,San Saba County,Texas,20.43,
TX-413,Schleicher County,Texas,19.02,
TX-415,Scurry County,Texas,20.32,
TX-417,Shackelford County,Texas,28.28,
TX-419,Shelby County,Texas,52.59,
TX-421,Sherman County,Texas,17.01,
TX-423,Smith County,Texas,46.6,
TX-425,Somervell County,Texas,36.57,
TX-427,Starr County,Texas,20.54,
TX-429,Stephens County,Texas,29.25,
TX-431,Sterling County,Texas,17.8,
TX-433,Stonewall County,Texas,25.38,
TX-435,Sutton County,Texas,16.89,
TX-437,Swisher County,Texas,20.81,
TX-439,Tarrant County,Texas,36.47,
TX-441,Taylor County,Texas,23.14,
TX-443,Terrell County,Texas,14.05,
TX-445,Terry County,Texas,15.37,
TX-447,Throckmorton County,Texas,27.38,
TX-449,Titus County,Texas,52.09,
TX-451,Tom Green County,Texas,19.03,
TX-453,Travis County,Texas,31.15,
TX-455,Trinity County,Texas,43.18,
TX-457,Tyler County,Texas,63.55,
TX-459,Upshur County,Texas,51.05,
TX-461,Upton County,Texas,15.21,
TX-463,Uvalde County,Texas,20.7,
TX-465,Val Verde County,Texas,15.27,
TX-467,Van Zandt County,Texas,45.9,
TX-469,Victoria County,Texas,27.87,
TX-471,Walker County,Texas,41.55,
TX-473,Waller County,Texas,38.46,
TX-475,Ward County,Texas,9.77,
TX-477,Washington County,Texas,37.32,
TX-479,Webb County,Texas,13.51,
TX-481,Wharton County,Texas,41.11,
TX-483,Wheeler County,Texas,28.99,
TX-485,Wichita County,Texas,28.15,
TX-487,Wilbarger County,Texas,26.24,
TX-489,Willacy County,Texas,26.71,
TX-491,Williamson County,Texas,31.97,
TX-493,Wilson County,Texas,21.47,
TX-495,Winkler County,Texas,9.89,
TX-497,Wise County,Texas,32.87,
TX-499,Wood County,Texas,51.81,
TX-501,Yoakum County,Texas,15.07,
TX-503,Young County,Texas,29.48,
TX-505,Zapata County,Texas,16.52,
TX-507,Zavala County,Texas,13.45,
UT-001,Beaver County,Utah,16.02,
UT-003,Box Elder County,Utah,15.5,
UT-005,Cache County,Utah,34.39,
UT-007,Carbon County,Utah,17.73,
UT-009,Daggett County,Utah,19.39,
UT-011,Davis County,Utah,32.64,
UT-013,Duchesne County,Utah,21.49,
UT-015,Emery County,Utah,10.11,
UT-017,Garfield County,Utah,16.89,
UT-019,Grand County,Utah,13.6,
UT-021,Iron County,Utah,20.09,
UT-023,Juab County,Utah,15.95,
UT-025,Kane County,Utah,16.38,
UT-027,Millard County,Utah,12.46,
UT-029,Morgan County,Utah,31.45,
UT-031,Piute County,Utah,23.26,
UT-033,Rich County,Utah,18.56,
UT-035,Salt Lake County,Utah,28.08,
UT-037,San Juan County,Utah,11.79,
UT-039,Sanpete County,Utah,21.47,
UT-041,Sevier County,Utah,18.91,
UT-043,Summit County,Utah,31.88,
UT-045,Tooele County,Utah,14.61,
UT-047,Uintah County,Utah,14.43,
UT-049,Utah County,Utah,23.88,
UT-051,Wasatch County,Utah,29.76,
UT-053,Washington County,Utah,24.03,
UT-055,Wayne County,Utah,10.62,
UT-057,Weber County,Utah,33.81,
VT-001,Addison County,Vermont,50.48,
VT-003,Bennington County,Vermont,52.82,
VT-005,Caledonia County,Vermont,52.17,
VT-007,Chittenden County,Vermont,46.47,
VT-009,Essex County,Vermont,51.51,
VT-011,Franklin County,Vermont,49.21,
VT-013,Grand Isle County,Vermont,41,
VT-015,Lamoille County,Vermont,51.63,
VT-017,Orange County,Vermont,51.24,
VT-019,Orleans County,Vermont,54.35,
VT-021,Rutland County,Vermont,51.12,
VT-023,Washington County,Vermont,53.93,
VT-025,Windham County,Vermont,52.88,
VT-027,Windsor County,Vermont,49.78,
VA-001,Accomack County,Virginia,45.89,
VA-003,Albemarle County,Virginia,43.66,
VA-005,Alleghany County,Virginia,43.63,
VA-007,Amelia County,Virginia,40.27,
VA-009,Amherst County,Virginia,51.14,
VA-011,Appomattox County,Virginia,43.23,
VA-013,Arlington County,Virginia,44.36,
VA-015,Augusta County,Virginia,41.79,
VA-017,Bath County,Virginia,45.43,
VA-019,Bedford County,Virginia,46.97,
VA-021,Bland County,Virginia,43.96,
VA-023,Botetourt County,Virginia,45.04,
VA-025,Brunswick County,Virginia,47.42,
VA-027,Buchanan County,Virginia,51.08,
VA-029,Buckingham County,Virginia,39.74,
VA-031,Campbell County,Virginia,44.72,
VA-033,Caroline County,Virginia,44.71,
VA-035,Carroll County,Virginia,52.58,
VA-036,Charles City County,Virginia,47.02,
VA-037,Charlotte County,Virginia,47.32,
VA-041,Chesterfield County,Virginia,42.52,
VA-043,Clarke County,Virginia,41.38,
VA-045,Craig County,Virginia,46.08,
VA-047,Culpeper County,Virginia,39.9,
VA-049,Cumberland County,Virginia,39.98,
VA-051,Dickenson County,Virginia,52.08,
VA-053,Dinwiddie County,Virginia,46.98,
VA-057,Essex County,Virginia,43.58,
VA-059,Fairfax County,Virginia,42.83,
VA-061,Fauquier County,Virginia,40.59,
VA-063,Floyd County,Virginia,48.28,
VA-065,Fluvanna County,Virginia,42.19,
VA-067,Franklin County,Virginia,48.67,
VA-069,Frederick County,Virginia,39.15,
VA-071,Giles County,Virginia,42.09,
VA-073,Gloucester County,Virginia,46.96,
VA-075,Goochland County,Virginia,40.41,
VA-077,Grayson County,Virginia,52.14,
VA-079,Greene County,Virginia,43.75,
VA-081,Greensville County,Virginia,50.77,
VA-083,Halifax County,Virginia,45.71,
VA-085,Hanover County,Virginia,42.89,
VA-087,Henrico County,Virginia,43.5,
VA-089,Henry County,Virginia,50.53,
VA-091,Highland County,Virginia,45.62,
VA-093,Isle of Wight County,Virginia,51.65,
VA-095,James City County,Virginia,48.32,
VA-097,King and Queen County,Virginia,45.64,
VA-099,King George County,Virginia,41.97,
VA-101,King William County,Virginia,45.47,
VA-103,Lancaster County,Virginia,44.92,
VA-105,Lee County,Virginia,62.99,
VA-107,Loudoun County,Virginia,42.36,
VA-109,Louisa County,Virginia,39.92,
VA-111,Lunenburg County,Virginia,46.82,
VA-113,Madison County,Virginia,41.82,
VA-115,Mathews County,Virginia,46.37,
VA-117,Mecklenburg County,Virginia,46.07,
VA-119,Middlesex County,Virginia,45.94,
VA-121,Montgomery County,Virginia,41.5,
VA-125,Nelson County,Virginia,47.28,
VA-127,New Kent County,Virginia,46.23,
VA-131,Northampton County,Virginia,45.06,
VA-133,Northumberland County,Virginia,41.59,
VA-135,Nottoway County,Virginia,42.67,
VA-137,Orange County,Virginia,38.38,
VA-139,Page County,Virginia,39.83,
VA-141,Patrick County,Virginia,53.46,
VA-143,Pittsylvania County,Virginia,48.26,
VA-145,Powhatan County,Virginia,39.82,
VA-147,Prince Edward County,Virginia,43.5,
VA-149,Prince George County,Virginia,49.67,
VA-153,Prince William County,Virginia,39.53,
VA-155,Pulaski County,Virginia,42.84,
VA-157,Rappahannock County,Virginia,41.17,
VA-159,Richmond County,Virginia,42.03,
VA-161,Roanoke County,Virginia,44.45,
VA-163,Rockbridge County,Virginia,47.96,
VA-165,Rockingham County,Virginia,39.87,
VA-167,Russell County,Virginia,51.88,
VA-169,Scott County,Virginia,60.71,
VA-171,Shenandoah County,Virginia,36.05,
VA-173,Smyth County,Virginia,51.79,
VA-175,Southampton County,Virginia,53.5,
VA-177,Spotsylvania County,Virginia,42.13,
VA-179,Stafford County,Virginia,39.57,
VA-181,Surry County,Virginia,52.65,
VA-183,Sussex County,Virginia,54.43,
VA-185,Tazewell County,Virginia,49.03,
VA-187,Warren County,Virginia,38.57,
VA-191,Washington County,Virginia,54.42,
VA-193,Westmoreland County,Virginia,40.68,
VA-195,Wise County,Virginia,56.72,
VA-197,Wythe County,Virginia,44.83,
VA-199,York County,Virginia,47.24,
VA-510,Alexandria City,Virginia,44,
VA-520,Bristol City,Virginia,57.62,
VA-530,Buena Vista City,Virginia,48.43,
VA-540,Charlottesville City,Virginia,44.19,
VA-550,Chesapeake City,Virginia,49.14,
VA-570,Colonial Heights City,Virginia,45.13,
VA-580,Covington City,Virginia,41.35,
VA-590,Danville City,Virginia,46.52,
VA-595,Emporia City,Virginia,51.54,
VA-600,Fairfax City,Virginia,44.18,
VA-610,Falls Church City,Virginia,44.65,
VA-620,Franklin City,Virginia,53.42,
VA-630,Fredericksburg City,Virginia,41.31,
VA-640,Galax City,Virginia,50.41,
VA-650,Hampton City,Virginia,46.39,
VA-660,Harrisonburg City,Virginia,38.08,
VA-670,Hopewell City,Virginia,45.37,
VA-680,Lynchburg City,Virginia,45.58,
VA-683,Manassas City,Virginia,40.57,
VA-685,Manassas Park City,Virginia,41.24,
VA-690,Martinsville City,Virginia,51.05,
VA-700,Newport News City,Virginia,47.74,
VA-710,Norfolk City,Virginia,46.46,
VA-720,Norton City,Virginia,56.69,
VA-730,Petersburg City,Virginia,46.89,
VA-735,Poquoson City,Virginia,46.12,
VA-740,Portsmouth City,Virginia,47.3,
VA-750,Radford City,Virginia,40.65,
VA-760,Richmond City,Virginia,43.11,
VA-770,Roanoke City,Virginia,43.56,
VA-775,Salem City,Virginia,42.95,
VA-790,Staunton City,Virginia,37.83,
VA-800,Suffolk City,Virginia,49.91,
VA-810,Virginia Beach City,Virginia,48.87,
VA-820,Waynesboro City,Virginia,41.07,
VA-830,Williamsburg City,Virginia,48.06,
VA-840,Winchester City,Virginia,40.07,
WA-001,Adams County,Washington,10.2,
WA-003,Asotin County,Washington,16.34,
WA-005,Benton County,Washington,8.12,
WA-007,Chelan County,Washington,29.57,
WA-009,Clallam County,Washington,70.51,
WA-011,Clark County,Washington,49.35,
WA-013,Columbia County,Washington,23.46,
WA-015,Cowlitz County,Washington,57.56,
WA-017,Douglas County,Washington,10.52,
WA-019,Ferry County,Washington,17.47,
WA-021,Franklin County,Washington,9.12,
WA-023,Garfield County,Washington,17.72,
WA-025,Grant County,Washington,7,
WA-027,Grays Harbor County,Washington,63.96,
WA-029,Island County,Washington,20.34,
WA-031,Jefferson County,Washington,79.74,
WA-033,King County,Washington,58.86,
WA-035,Kitsap County,Washington,32.53,
WA-037,Kittitas County,Washington,25.65,
WA-039,Klickitat County,Washington,19.22,
WA-041,Lewis County,Washington,53.51,
WA-043,Lincoln County,Washington,10.78,
WA-045,Mason County,Washington,62.03,
WA-047,Okanogan County,Washington,19.51,
WA-049,Pacific County,Washington,58.81,
WA-051,Pend Oreille County,Washington,26.53,
WA-053,Pierce County,Washington,51.29,
WA-055,San Juan County,Washington,21.71,
WA-057,Skagit County,Washington,60.13,
WA-059,Skamania County,Washington,66.68,
WA-061,Snohomish County,Washington,63.23,
WA-063,Spokane County,Washington,18.25,
WA-065,Stevens County,Washington,18.84,
WA-067,Thurston County,Washington,34.99,
WA-069,Wahkiakum County,Washington,56.7,
WA-071,Walla Walla County,Washington,14.27,
WA-073,Whatcom County,Washington,56.25,
WA-075,Whitman County,Washington,14.9,
WA-077,Yakima County,Washington,22.84,
WV-001,Barbour County,West Virginia,49.67,
WV-003,Berkeley County,West Virginia,41.98,
WV-005,Boone County,West Virginia,49.3,
WV-007,Braxton County,West Virginia,48.04,
WV-009,Brooke County,West Virginia,45.8,
WV-011,Cabell County,West Virginia,49.76,
WV-013,Calhoun County,West Virginia,45.49,
WV-015,Clay County,West Virginia,45.6,
WV-017,Doddridge County,West Virginia,49.95,
WV-019,Fayette County,West Virginia,46.81,
WV-021,Gilmer County,West Virginia,46.17,
WV-023,Grant County,West Virginia,42.22,
WV-025,Greenbrier County,West Virginia,48.02,
WV-027,Hampshire County,West Virginia,36.93,
WV-029,Hancock County,West Virginia,54.36,
WV-031,Hardy County,West Virginia,37.78,
WV-033,Harrison County,West Virginia,46.12,
WV-035,Jackson County,West Virginia,46.87,
WV-037,Jefferson County,West Virginia,44.18,
WV-039,Kanawha County,West Virginia,47.09,
WV-041,Lewis County,West Virginia,48.44,
WV-043,Lincoln County,West Virginia,49.53,
WV-045,Logan County,West Virginia,51.33,
WV-047,McDowell County,West Virginia,47.54,
WV-049,Marion County,West Virginia,45.17,
WV-051,Marshall County,West Virginia,52.84,
WV-053,Mason County,West Virginia,47.81,
WV-055,Mercer County,West Virginia,43.43,
WV-057,Mineral County,West Virginia,37.16,
WV-059,Mingo County,West Virginia,53.19,
WV-061,Monongalia County,West Virginia,47.65,
WV-063,Monroe County,West Virginia,45.4,
WV-065,Morgan County,West Virginia,39.28,
WV-067,Nicholas County,West Virginia,49.15,
WV-069,Ohio County,West Virginia,47.42,
WV-071,Pendleton County,West Virginia,42.69,
WV-073,Pleasants County,West Virginia,50.3,
WV-075,Pocahontas County,West Virginia,50.51,
WV-077,Preston County,West Virginia,56.17,
WV-079,Putnam County,West Virginia,46.19,
WV-081,Raleigh County,West Virginia,48.31,
WV-083,Randolph County,West Virginia,57.36,
WV-085,Ritchie County,West Virginia,49.52,
WV-087,Roane County,West Virginia,45.36,
WV-089,Summers County,West Virginia,44.85,
WV-091,Taylor County,West Virginia,46.96,
WV-093,Tucker County,West Virginia,59.37,
WV-095,Tyler County,West Virginia,51.71,
WV-097,Upshur County,West Virginia,50.82,
WV-099,Wayne County,West Virginia,53.84,
WV-101,Webster County,West Virginia,57.8,
WV-103,Wetzel County,West Virginia,51.48,
WV-105,Wirt County,West Virginia,49.2,
WV-107,Wood County,West Virginia,49.94,
WV-109,Wyoming County,West Virginia,49.18,
WI-001,Adams County,Wisconsin,45.78,
WI-003,Ashland County,Wisconsin,39.61,
WI-005,Barron County,Wisconsin,43.21,
WI-007,Bayfield County,Wisconsin,35.38,
WI-009,Brown County,Wisconsin,47.8,
WI-011,Buffalo County,Wisconsin,48.8,
WI-013,Burnett County,Wisconsin,41.18,
WI-015,Calumet County,Wisconsin,45.35,
WI-017,Chippewa County,Wisconsin,41.59,
WI-019,Clark County,Wisconsin,47.14,
WI-021,Columbia County,Wisconsin,45.52,
WI-023,Crawford County,Wisconsin,52.82,
WI-025,Dane County,Wisconsin,45.72,
WI-027,Dodge County,Wisconsin,45.71,
WI-029,Door County,Wisconsin,46.21,
WI-031,Douglas County,Wisconsin,37.19,
WI-033,Dunn County,Wisconsin,43.97,
WI-035,Eau Claire County,Wisconsin,45.23,
WI-037,Florence County,Wisconsin,36.75,
WI-039,Fond du Lac County,Wisconsin,43.7,
WI-041,Forest County,Wisconsin,42.22,
WI-043,Grant County,Wisconsin,52.96,
WI-045,Green County,Wisconsin,48.67,
WI-047,Green Lake County,Wisconsin,43.8,
WI-049,Iowa County,Wisconsin,50.33,
WI-051,Iron County,Wisconsin,41.42,
WI-053,Jackson County,Wisconsin,48.4,
WI-055,Jefferson County,Wisconsin,42.2,
WI-057,Juneau County,Wisconsin,45.14,
WI-059,Kenosha County,Wisconsin,49.03,
WI-061,Kewaunee County,Wisconsin,44.82,
