ID,Name,State,Value,
AL-121,Talladega County,Alabama,62.32,
AL-123,Tallapoosa County,Alabama,62.33,
AL-125,Tuscaloosa County,Alabama,64.18,
AL-127,Walker County,Alabama,60.93,
AL-129,Washington County,Alabama,68.69,
AL-131,Wilcox County,Alabama,59.67,
AL-133,Winston County,Alabama,65.03,
AZ-001,Apache County,Arizona,11,
AZ-003,Cochise County,Arizona,15.59,
AZ-005,Coconino County,Arizona,12.32,
AZ-007,Gila County,Arizona,17.58,
AZ-009,Graham County,Arizona,16.04,
AZ-011,Greenlee County,Arizona,16.5,
AZ-012,La Paz County,Arizona,5.25,
AZ-013,Maricopa County,Arizona,9.17,
AZ-015,Mohave County,Arizona,8.92,
AZ-017,Navajo County,Arizona,10.51,
AZ-019,Pima County,Arizona,13.67,
AZ-021,Pinal County,Arizona,12.43,
AZ-023,Santa Cruz County,Arizona,19.76,
AZ-025,Yavapai County,Arizona,14.43,
AZ-027,Yuma County,Arizona,4.48,
AR-001,Arkansas County,Arkansas,56.16,
AR-003,Ashley County,Arkansas,67.49,
AR-005,Baxter County,Arkansas,52.13,
AR-007,Benton County,Arkansas,45.61,
AR-009,Boone County,Arkansas,51.78,
AR-011,Bradley County,Arkansas,71.27,
AR-013,Calhoun County,Arkansas,74.47,
AR-015,Carroll County,Arkansas,50.94,
AR-017,Chicot County,Arkansas,68.95,
AR-019,Clark County,Arkansas,70.3,
AR-021,Clay County,Arkansas,55.2,
AR-023,Cleburne County,Arkansas,62.41,
AR-025,Cleveland County,Arkansas,75.19,
AR-027,Columbia County,Arkansas,67.42,
AR-029,Conway County,Arkansas,63.31,
AR-031,Craighead County,Arkansas,68.39,
AR-033,Crawford County,Arkansas,56,
AR-035,Crittenden County,Arkansas,63.38,
AR-037,Cross County,Arkansas,70.1,
AR-039,Dallas County,Arkansas,75.34,
AR-041,Desha County,Arkansas,69.29,
AR-043,Drew County,Arkansas,68.69,
AR-045,Faulkner County,Arkansas,69.07,
AR-047,Franklin County,Arkansas,60.07,
AR-049,Fulton County,Arkansas,50.47,
AR-051,Garland County,Arkansas,69.99,
AR-053,Grant County,Arkansas,76.79,
AR-055,Greene County,Arkansas,62.53,
AR-057,Hempstead County,Arkansas,68.1,
AR-059,Hot Spring County,Arkansas,72.26,
AR-061,Howard County,Arkansas,71.07,
AR-063,Independence County,Arkansas,61.15,
AR-065,Izard County,Arkansas,53.44,
AR-067,Jackson County,Arkansas,62.81,
AR-069,Jefferson County,Arkansas,72.06,
AR-071,Johnson County,Arkansas,63.03,
AR-073,Lafayette County,Arkansas,64.21,
AR-075,Lawrence County,Arkansas,61.05,
AR-077,Lee County,Arkansas,63.74,
AR-079,Lincoln County,Arkansas,70.68,
AR-081,Little River County,Arkansas,64.65,
AR-083,Logan County,Arkansas,62,
AR-085,Lonoke County,Arkansas,71.72,
AR-087,Madison County,Arkansas,55.48,
AR-089,Marion County,Arkansas,50.15,
AR-091,Miller County,Arkansas,62.57,
AR-093,Mississippi County,Arkansas,67.61,
AR-095,Monroe County,Arkansas,55.29,
AR-097,Montgomery County,Arkansas,70.62,
AR-099,Nevada County,Arkansas,67.47,
AR-101,Newton County,Arkansas,58.16,
AR-103,Ouachita County,Arkansas,70.79,
AR-105,Perry County,Arkansas,67.6,
AR-107,Phillips County,Arkansas,61.67,
AR-109,Pike County,Arkansas,70.19,
AR-111,Poinsett County,Arkansas,69.49,
AR-113,Polk County,Arkansas,68.03,
AR-115,Pope County,Arkansas,61.74,
AR-117,Prairie County,Arkansas,60.41,
AR-119,Pulaski County,Arkansas,74.58,
AR-121,Randolph County,Arkansas,56.29,
AR-123,St. Francis County,Arkansas,66.16,
AR-125,Saline County,Arkansas,74.05,
AR-127,Scott County,Arkansas,67.27,
AR-129,Searcy County,Arkansas,56.87,
AR-131,Sebastian County,Arkansas,66.12,
AR-133,Sevier County,Arkansas,69.18,
AR-135,Sharp County,Arkansas,55.54,
AR-137,Stone County,Arkansas,59.59,
AR-139,Union County,Arkansas,68.41,
AR-141,Van Buren County,Arkansas,64.15,
AR-143,Washington County,Arkansas,49.22,
AR-145,White County,Arkansas,68.15,
AR-147,Woodruff County,Arkansas,62.22,
AR-149,Yell County,Arkansas,64.8,
CA-001,Alameda County,California,16.57,
CA-003,Alpine County,California,32.2,
CA-005,Amador County,California,34.04,
CA-007,Butte County,California,34.51,
CA-009,Calaveras County,California,32.63,
CA-011,Colusa County,California,18.08,
CA-013,Contra Costa County,California,17.52,
CA-015,Del Norte County,California,54.46,
CA-017,El Dorado County,California,40.29,
CA-019,Fresno County,California,16.87,
CA-021,Glenn County,California,18.95,
CA-023,Humboldt County,California,48.62,
CA-025,Imperial County,California,2.07,
CA-027,Inyo County,California,4.52,
CA-029,Kern County,California,7.03,
CA-031,Kings County,California,5.61,
CA-033,Lake County,California,34.37,
CA-035,Lassen County,California,18.88,
CA-037,Los Angeles County,California,10.79,
CA-039,Madera County,California,20.72,
CA-041,Marin County,California,30.49,
CA-043,Mariposa County,California,30.17,
CA-045,Mendocino County,California,41.72,
CA-047,Merced County,California,10.5,
CA-049,Modoc County,California,17.29,
CA-051,Mono County,California,14.08,
CA-053,Monterey County,California,19.21,
CA-055,Napa County,California,24.56,
CA-057,Nevada County,California,45.36,
CA-059,Orange County,California,8.79,
CA-061,Placer County,California,42.42,
CA-063,Plumas County,California,35.36,
CA-065,Riverside County,California,5.82,
CA-067,Sacramento County,California,18.95,
CA-069,San Benito County,California,15.78,
CA-071,San Bernardino County,California,5.11,
CA-073,San Diego County,California,9.69,
CA-075,San Francisco County,California,22.51,
CA-077,San Joaquin County,California,14.35,
CA-079,San Luis Obispo County,California,14.4,
CA-081,San Mateo County,California,22.73,
CA-083,Santa Barbara County,California,12.72,
CA-085,Santa Clara County,California,21.1,
CA-087,Santa Cruz County,California,27.33,
CA-089,Shasta County,California,34.13,
CA-091,Sierra County,California,39.27,
CA-093,Siskiyou County,California,26.23,
CA-095,Solano County,California,17.34,
CA-097,Sonoma County,California,36.02,
CA-099,Stanislaus County,California,13.57,
CA-101,Sutter County,California,17.61,
CA-103,Tehama County,California,30.58,
CA-105,Trinity County,California,39.76,
CA-107,Tulare County,California,16.35,
CA-109,Tuolumne County,California,37.4,
CA-111,Ventura County,California,14.24,
CA-113,Yolo County,California,17.84,
CA-115,Yuba County,California,33.66,
CO-001,Adams County,Colorado,12.29,
CO-003,Alamosa County,Colorado,7.91,
CO-005,Arapahoe County,Colorado,12.83,
CO-007,Archuleta County,Colorado,14.75,
CO-009,Baca County,Colorado,18.65,
CO-011,Bent County,Colorado,13.21,
CO-013,Boulder County,Colorado,17.38,
CO-014,Broomfield County,Colorado,12.54,
CO-015,Chaffee County,Colorado,11.48,
CO-017,Cheyenne County,Colorado,14.46,
CO-019,Clear Creek County,Colorado,20.9,
CO-021,Conejos County,Colorado,13.09,
CO-023,Costilla County,Colorado,12.42,
CO-025,Crowley County,Colorado,10.39,
CO-027,Custer County,Colorado,13.38,
CO-029,Delta County,Colorado,13.27,
CO-031,Denver County,Colorado,11.49,
CO-033,Dolores County,Colorado,14.54,
CO-035,Douglas County,Colorado,14.71,
CO-037,Eagle County,Colorado,19.39,
CO-039,Elbert County,Colorado,14.43,
CO-041,El Paso County,Colorado,14.27,
CO-043,Fremont County,Colorado,10.77,
CO-045,Garfield County,Colorado,19.17,
CO-047,Gilpin County,Colorado,18.56,
CO-049,Grand County,Colorado,18.8,
CO-051,Gunnison County,Colorado,16.27,
CO-053,Hinsdale County,Colorado,20.57,
CO-055,Huerfano County,Colorado,13.05,
CO-057,Jackson County,Colorado,19.86,
CO-059,Jefferson County,Colorado,14.42,
CO-061,Kiowa County,Colorado,13.87,
CO-063,Kit Carson County,Colorado,17.11,
CO-065,Lake County,Colorado,20.59,
CO-067,La Plata County,Colorado,13.76,
CO-069,Larimer County,Colorado,18.14,
CO-071,Las Animas County,Colorado,14.04,
CO-073,Lincoln County,Colorado,12.08,
CO-075,Logan County,Colorado,16.98,
CO-077,Mesa County,Colorado,13.91,
CO-079,Mineral County,Colorado,18.91,
CO-081,Moffat County,Colorado,12.28,
CO-083,Montezuma County,Colorado,11.43,
CO-085,Montrose County,Colorado,10.24,
CO-087,Morgan County,Colorado,14.05,
CO-089,Otero County,Colorado,11.41,
CO-091,Ouray County,Colorado,15.01,
CO-093,Park County,Colorado,13.26,
CO-095,Phillips County,Colorado,17.14,
CO-097,Pitkin County,Colorado,23.61,
CO-099,Prowers County,Colorado,16.95,
CO-101,Pueblo County,Colorado,10.08,
CO-103,Rio Blanco County,Colorado,16.5,
CO-105,Rio Grande County,Colorado,10.56,
CO-107,Routt County,Colorado,21.01,
CO-109,Saguache County,Colorado,11.41,
CO-111,San Juan County,Colorado,27.13,
CO-113,San Miguel County,Colorado,11.93,
CO-115,Sedgwick County,Colorado,22.12,
CO-117,Summit County,Colorado,21.64,
CO-119,Teller County,Colorado,15.53,
CO-121,Washington County,Colorado,17.27,
CO-123,Weld County,Colorado,12.11,
CO-125,Yuma County,Colorado,19.39,
CT-001,Fairfield County,Connecticut,63.15,
CT-003,Hartford County,Connecticut,63.04,
CT-005,Litchfield County,Connecticut,64,
CT-007,Middlesex County,Connecticut,59.79,
CT-009,New Haven County,Connecticut,61.8,
CT-011,New London County,Connecticut,57.88,
CT-013,Tolland County,Connecticut,62.72,
CT-015,Windham County,Connecticut,63.42,
DE-001,Kent County,Delaware,61.37,
DE-003,New Castle County,Delaware,64.29,
DE-005,Sussex County,Delaware,57.15,
FL-001,Alachua County,Florida,66.46,
FL-003,Baker County,Florida,52.8,
FL-005,Bay County,Florida,70.18,
FL-007,Bradford County,Florida,60.87,
FL-009,Brevard County,Florida,46.72,
FL-011,Broward County,Florida,53,
FL-013,Calhoun County,Florida,70.79,
FL-015,Charlotte County,Florida,56.29,
FL-017,Citrus County,Florida,66.26,
FL-019,Clay County,Florida,60.76,
FL-021,Collier County,Florida,54.87,
FL-023,Columbia County,Florida,58.65,
FL-027,DeSoto County,Florida,57.06,
FL-029,Dixie County,Florida,81.05,
FL-031,Duval County,Florida,51.85,
FL-033,Escambia County,Florida,76.28,
FL-035,Flagler County,Florida,63.98,
FL-037,Franklin County,Florida,64.79,
FL-039,Gadsden County,Florida,73.16,
FL-041,Gilchrist County,Florida,74.56,
FL-043,Glades County,Florida,45.35,
FL-045,Gulf County,Florida,65.6,
FL-047,Hamilton County,Florida,64.79,
FL-049,Hardee County,Florida,55.85,
FL-051,Hendry County,Florida,43.25,
FL-053,Hernando County,Florida,63.12,
FL-055,Highlands County,Florida,53.6,
FL-057,Hillsborough County,Florida,61.8,
FL-059,Holmes County,Florida,76.26,
FL-061,Indian River County,Florida,43.48,
FL-063,Jackson County,Florida,72.75,
FL-065,Jefferson County,Florida,74.03,
FL-067,Lafayette County,Florida,75.41,
FL-069,Lake County,Florida,56.87,
FL-071,Lee County,Florida,51.96,
FL-073,Leon County,Florida,74.17,
FL-075,Levy County,Florida,71.86,
FL-077,Liberty County,Florida,69.73,
FL-079,Madison County,Florida,72.26,
FL-081,Manatee County,Florida,58.12,
FL-083,Marion County,Florida,63.97,
FL-085,Martin County,Florida,46.83,
FL-086,Miami-Dade County,Florida,49.61,
FL-087,Monroe County,Florida,45.51,
FL-089,Nassau County,Florida,54.15,
FL-091,Okaloosa County,Florida,72.63,
FL-093,Okeechobee County,Florida,47.21,
FL-095,Orange County,Florida,53.92,
FL-097,Osceola County,Florida,52.79,
FL-099,Palm Beach County,Florida,50.25,
FL-101,Pasco County,Florida,62.27,
FL-103,Pinellas County,Florida,59.69,
FL-105,Polk County,Florida,58.65,
FL-107,Putnam County,Florida,69.05,
FL-109,St. Johns County,Florida,61.19,
FL-111,St. Lucie County,Florida,45.33,
FL-113,Santa Rosa County,Florida,70.32,
FL-115,Sarasota County,Florida,59.85,
FL-117,Seminole County,Florida,52.63,
FL-119,Sumter County,Florida,59.41,
FL-121,Suwannee County,Florida,67.33,
FL-123,Taylor County,Florida,77.75,
FL-125,Union County,Florida,58.11,
FL-127,Volusia County,Florida,58.14,
FL-129,Wakulla County,Florida,73.48,
FL-131,Walton County,Florida,74.77,
FL-133,Washington County,Florida,73.8,
GA-001,Appling County,Georgia,47,
GA-003,Atkinson County,Georgia,51.02,
GA-005,Bacon County,Georgia,44.1,
GA-007,Baker County,Georgia,62.77,
GA-009,Baldwin County,Georgia,54.52,
GA-011,Banks County,Georgia,74.32,
GA-013,Barrow County,Georgia,71.13,
GA-015,Bartow County,Georgia,62.26,
GA-017,Ben Hill County,Georgia,58.28,
GA-019,Berrien County,Georgia,56.66,
GA-021,Bibb County,Georgia,52.49,
GA-023,Bleckley County,Georgia,58.98,
GA-025,Brantley County,Georgia,57.3,
GA-027,Brooks County,Georgia,61.82,
GA-029,Bryan County,Georgia,50.16,
GA-031,Bulloch County,Georgia,54.06,
GA-033,Burke County,Georgia,54.43,
GA-035,Butts County,Georgia,61.15,
GA-037,Calhoun County,Georgia,60.74,
GA-039,Camden County,Georgia,56.02,
GA-043,Candler County,Georgia,54.08,
GA-045,Carroll County,Georgia,72.79,
GA-047,Catoosa County,Georgia,64.58,
GA-049,Charlton County,Georgia,54.23,
GA-051,Chatham County,Georgia,46.37,
GA-053,Chattahoochee County,Georgia,58.8,
GA-055,Chattooga County,Georgia,67.45,
GA-057,Cherokee County,Georgia,68.16,
GA-059,Clarke County,Georgia,70.48,
GA-061,Clay County,Georgia,59.96,
GA-063,Clayton County,Georgia,68.62,
GA-065,Clinch County,Georgia,54.5,
GA-067,Cobb County,Georgia,66.99,
GA-069,Coffee County,Georgia,52.24,
GA-071,Colquitt County,Georgia,58.95,
GA-073,Columbia County,Georgia,53.33,
GA-075,Cook County,Georgia,57.32,
GA-077,Coweta County,Georgia,67.63,
GA-079,Crawford County,Georgia,54.44,
GA-081,Crisp County,Georgia,62.59,
GA-083,Dade County,Georgia,66.66,
GA-085,Dawson County,Georgia,76.79,
GA-087,Decatur County,Georgia,69.7,
GA-089,DeKalb County,Georgia,69.37,
GA-091,Dodge County,Georgia,57.8,
GA-093,Dooly County,Georgia,59.98,
GA-095,Dougherty County,Georgia,60.25,
GA-097,Douglas County,Georgia,70.66,
GA-099,Early County,Georgia,64.82,
GA-101,Echols County,Georgia,61.69,
GA-103,Effingham County,Georgia,51.22,
GA-105,Elbert County,Georgia,61.05,
GA-107,Emanuel County,Georgia,54.71,
GA-109,Evans County,Georgia,51.68,
GA-111,Fannin County,Georgia,83.06,
GA-113,Fayette County,Georgia,67.02,
GA-115,Floyd County,Georgia,67.33,
GA-117,Forsyth County,Georgia,72.27,
GA-119,Franklin County,Georgia,63.45,
GA-121,Fulton County,Georgia,70.12,
GA-123,Gilmer County,Georgia,85.2,
GA-125,Glascock County,Georgia,53.36,
GA-127,Glynn County,Georgia,53.14,
GA-129,Gordon County,Georgia,68.82,
GA-131,Grady County,Georgia,69.17,
GA-133,Greene County,Georgia,59.59,
GA-135,Gwinnett County,Georgia,69.75,
GA-137,Habersham County,Georgia,88.94,
GA-139,Hall County,Georgia,74.57,
GA-141,Hancock County,Georgia,54.28,
GA-143,Haralson County,Georgia,70.93,
GA-145,Harris County,Georgia,62.64,
GA-147,Hart County,Georgia,60.78,
GA-149,Heard County,Georgia,67.6,
GA-151,Henry County,Georgia,65.59,
GA-153,Houston County,Georgia,58.17,
GA-155,Irwin County,Georgia,58.25,
GA-157,Jackson County,Georgia,71.27,
GA-159,Jasper County,Georgia,58.66,
GA-161,Jeff Davis County,Georgia,51.37,
GA-163,Jefferson County,Georgia,53.4,
GA-165,Jenkins County,Georgia,53.93,
GA-167,Johnson County,Georgia,54.61,
GA-169,Jones County,Georgia,54.55,
GA-171,Lamar County,Georgia,61.45,
GA-173,Lanier County,Georgia,56.58,
GA-175,Laurens County,Georgia,58.16,
GA-177,Lee County,Georgia,61.26,
GA-179,Liberty County,Georgia,51.25,
GA-181,Lincoln County,Georgia,52.8,
GA-183,Long County,Georgia,51.95,
GA-185,Lowndes County,Georgia,61.78,
GA-187,Lumpkin County,Georgia,84.2,
GA-189,McDuffie County,Georgia,52.23,
GA-191,McIntosh County,Georgia,52.38,
GA-193,Macon County,Georgia,55.41,
GA-195,Madison County,Georgia,67.52,
GA-197,Marion County,Georgia,58.43,
GA-199,Meriwether County,Georgia,65.31,
GA-201,Miller County,Georgia,67.69,
GA-205,Mitchell County,Georgia,62.2,
GA-207,Monroe County,Georgia,56.11,
GA-209,Montgomery County,Georgia,58.44,
GA-211,Morgan County,Georgia,63.03,
GA-213,Murray County,Georgia,83.17,
GA-215,Muscogee County,Georgia,59.38,
GA-217,Newton County,Georgia,62.81,
GA-219,Oconee County,Georgia,70.25,
GA-221,Oglethorpe County,Georgia,62.25,
GA-223,Paulding County,Georgia,63.57,
GA-225,Peach County,Georgia,55.13,
GA-227,Pickens County,Georgia,74.81,
GA-229,Pierce County,Georgia,50.13,
GA-231,Pike County,Georgia,64.31,
GA-233,Polk County,Georgia,65.71,
GA-235,Pulaski County,Georgia,61.11,
GA-237,Putnam County,Georgia,57.11,
GA-239,Quitman County,Georgia,58.91,
GA-241,Rabun County,Georgia,94.57,
GA-243,Randolph County,Georgia,59.64,
GA-245,Richmond County,Georgia,55.38,
GA-247,Rockdale County,Georgia,66.27,
GA-249,Schley County,Georgia,57.23,
GA-251,Screven County,Georgia,54.6,
GA-253,Seminole County,Georgia,71.09,
GA-255,Spalding County,Georgia,64.62,
GA-257,Stephens County,Georgia,73.75,
GA-259,Stewart County,Georgia,58.55,
GA-261,Sumter County,Georgia,59.2,
GA-263,Talbot County,Georgia,60.21,
GA-265,Taliaferro County,Georgia,52.79,
GA-267,Tattnall County,Georgia,50.71,
GA-269,Taylor County,Georgia,56.17,
GA-271,Telfair County,Georgia,57.44,
GA-273,Terrell County,Georgia,60.44,
GA-275,Thomas County,Georgia,65.87,
GA-277,Tift County,Georgia,58.75,
GA-279,Toombs County,Georgia,53.3,
GA-281,Towns County,Georgia,89.41,
GA-283,Treutlen County,Georgia,59.46,
GA-285,Troup County,Georgia,65.31,
GA-287,Turner County,Georgia,61.27,
GA-289,Twiggs County,Georgia,56.25,
GA-291,Union County,Georgia,86.29,
GA-293,Upson County,Georgia,60.78,
GA-295,Walker County,Georgia,59.51,
GA-297,Walton County,Georgia,68.63,
GA-299,Ware County,Georgia,49.22,
GA-301,Warren County,Georgia,52.31,
GA-303,Washington County,Georgia,53.43,
GA-305,Wayne County,Georgia,53.03,
GA-307,Webster County,Georgia,59.33,
GA-309,Wheeler County,Georgia,59.38,
GA-311,White County,Georgia,91.95,
GA-313,Whitfield County,Georgia,70.64,
GA-315,Wilcox County,Georgia,60.31,
GA-317,Wilkes County,Georgia,53.3,
GA-319,Wilkinson County,Georgia,54.36,
GA-321,Worth County,Georgia,60.33,
ID-001,Ada County,Idaho,10,
ID-003,Adams County,Idaho,26.35,
ID-005,Bannock County,Idaho,14.94,
ID-007,Bear Lake County,Idaho,18.04,
ID-009,Benewah County,Idaho,30.78,
ID-011,Bingham County,Idaho,13.05,
ID-013,Blaine County,Idaho,15.12,
ID-015,Boise County,Idaho,23.97,
ID-017,Bonner County,Idaho,33.43,
ID-019,Bonneville County,Idaho,21.57,
ID-021,Boundary County,Idaho,36.43,
ID-023,Butte County,Idaho,12.6,
ID-025,Camas County,Idaho,17.41,
ID-027,Canyon County,Idaho,7.53,
ID-029,Caribou County,Idaho,19.57,
ID-031,Cassia County,Idaho,14.05,
ID-033,Clark County,Idaho,16.58,
ID-035,Clearwater County,Idaho,46.99,
ID-037,Custer County,Idaho,19.19,
ID-039,Elmore County,Idaho,15.86,
ID-041,Franklin County,Idaho,16.97,
ID-043,Fremont County,Idaho,22.19,
ID-045,Gem County,Idaho,14.19,
ID-047,Gooding County,Idaho,8.57,
ID-049,Idaho County,Idaho,39.35,
ID-051,Jefferson County,Idaho,10.55,
ID-053,Jerome County,Idaho,8.69,
ID-055,Kootenai County,Idaho,29.73,
ID-057,Latah County,Idaho,30.68,
ID-059,Lemhi County,Idaho,20.21,
ID-061,Lewis County,Idaho,26.86,
ID-063,Lincoln County,Idaho,8.87,
ID-065,Madison County,Idaho,17.52,
ID-067,Minidoka County,Idaho,9.26,
ID-069,Nez Perce County,Idaho,22.98,
ID-071,Oneida County,Idaho,12.78,
ID-073,Owyhee County,Idaho,10.34,
ID-075,Payette County,Idaho,9.41,
ID-077,Power County,Idaho,14.43,
ID-079,Shoshone County,Idaho,44.95,
ID-081,Teton County,Idaho,25.78,
ID-083,Twin Falls County,Idaho,10.34,
ID-085,Valley County,Idaho,28.47,
ID-087,Washington County,Idaho,17.33,
IL-001,Adams County,Illinois,40.53,
IL-003,Alexander County,Illinois,56.41,
IL-005,Bond County,Illinois,47.44,
IL-007,Boone County,Illinois,45.12,
IL-009,Brown County,Illinois,42.32,
IL-011,Bureau County,Illinois,40.28,
IL-013,Calhoun County,Illinois,36.28,
IL-015,Carroll County,Illinois,49.31,
IL-017,Cass County,Illinois,43.04,
IL-019,Champaign County,Illinois,45.69,
IL-021,Christian County,Illinois,45.67,
IL-023,Clark County,Illinois,53.36,
IL-025,Clay County,Illinois,56.9,
IL-027,Clinton County,Illinois,53.82,
IL-029,Coles County,Illinois,51.25,
IL-031,Cook County,Illinois,43.85,
IL-033,Crawford County,Illinois,49.85,
IL-035,Cumberland County,Illinois,54.09,
IL-037,DeKalb County,Illinois,40.79,
IL-039,De Witt County,Illinois,42,
IL-041,Douglas County,Illinois,45.89,
IL-043,DuPage County,Illinois,43.29,
IL-045,Edgar County,Illinois,49.18,
IL-047,Edwards County,Illinois,57.27,
IL-049,Effingham County,Illinois,53.74,
IL-051,Fayette County,Illinois,50.21,
IL-053,Ford County,Illinois,41.79,
IL-055,Franklin County,Illinois,57.47,
IL-057,Fulton County,Illinois,41.76,
IL-059,Gallatin County,Illinois,54.32,
IL-061,Greene County,Illinois,37.34,
IL-063,Grundy County,Illinois,35.29,
IL-065,Hamilton County,Illinois,55.56,
IL-067,Hancock County,Illinois,43.01,
IL-069,Hardin County,Illinois,59.53,
IL-071,Henderson County,Illinois,37.15,
IL-073,Henry County,Illinois,42.22,
IL-075,Iroquois County,Illinois,35.8,
IL-077,Jackson County,Illinois,56.23,
IL-079,Jasper County,Illinois,53.18,
IL-081,Jefferson County,Illinois,55.58,
IL-083,Jersey County,Illinois,38.21,
IL-085,Jo Daviess County,Illinois,53.18,
IL-087,Johnson County,Illinois,59.39,
IL-089,Kane County,Illinois,43.39,
IL-091,Kankakee County,Illinois,36,
IL-093,Kendall County,Illinois,38.28,
IL-095,Knox County,Illinois,40.63,
IL-097,Lake County,Illinois,47.09,
IL-099,LaSalle County,Illinois,35.7,
IL-101,Lawrence County,Illinois,56.37,
IL-103,Lee County,Illinois,43.83,
IL-105,Livingston County,Illinois,38.86,
IL-107,Logan County,Illinois,43.64,
IL-109,McDonough County,Illinois,45.56,
IL-111,McHenry County,Illinois,45.78,
IL-113,McLean County,Illinois,38.47,
IL-115,Macon County,Illinois,42.75,
IL-117,Macoupin County,Illinois,37.55,
IL-119,Madison County,Illinois,44.87,
IL-121,Marion County,Illinois,53.65,
IL-123,Marshall County,Illinois,38.24,
IL-125,Mason County,Illinois,42.12,
IL-127,Massac County,Illinois,56.7,
IL-129,Menard County,Illinois,44.23,
IL-131,Mercer County,Illinois,41.28,
IL-133,Monroe County,Illinois,53.85,
IL-135,Montgomery County,Illinois,42.95,
IL-137,Morgan County,Illinois,43.1,
IL-139,Moultrie County,Illinois,42.74,
IL-141,Ogle County,Illinois,47.34,
IL-143,Peoria County,Illinois,42.32,
IL-145,Perry County,Illinois,56.06,
IL-147,Piatt County,Illinois,43.92,
IL-149,Pike County,Illinois,36.42,
IL-151,Pope County,Illinois,60.19,
IL-153,Pulaski County,Illinois,56.77,
IL-155,Putnam County,Illinois,38.03,
IL-157,Randolph County,Illinois,52.92,
IL-159,Richland County,Illinois,56.4,
IL-161,Rock Island County,Illinois,43.97,
IL-163,St. Clair County,Illinois,52.43,
IL-165,Saline County,Illinois,57.87,
IL-167,Sangamon County,Illinois,46.05,
IL-169,Schuyler County,Illinois,46.56,
IL-171,Scott County,Illinois,40.59,
IL-173,Shelby County,Illinois,46.79,
IL-175,Stark County,Illinois,39.82,
IL-177,Stephenson County,Illinois,50.26,
IL-179,Tazewell County,Illinois,41.44,
IL-181,Union County,Illinois,58.13,
IL-183,Vermilion County,Illinois,44.11,
IL-185,Wabash County,Illinois,58.81,
IL-187,Warren County,Illinois,37.57,
IL-189,Washington County,Illinois,59.46,
IL-191,Wayne County,Illinois,57.42,
IL-193,White County,Illinois,53.74,
IL-195,Whiteside County,Illinois,46.02,
IL-197,Will County,Illinois,37.56,
IL-199,Williamson County,Illinois,59.07,
IL-201,Winnebago County,Illinois,47.68,
IL-203,Woodford County,Illinois,38.03,
IN-001,Adams County,Indiana,43.84,
IN-003,Allen County,Indiana,42.04,
IN-005,Bartholomew County,Indiana,55.48,
IN-007,Benton County,Indiana,42.51,
IN-009,Blackford County,Indiana,45.25,
IN-011,Boone County,Indiana,44.83,
IN-013,Brown County,Indiana,53.88,
IN-015,Carroll County,Indiana,47.61,
IN-017,Cass County,Indiana,44.57,
IN-019,Clark County,Indiana,67.84,
